id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,sentiment_analysis,img,label,text
43780,"person, person, person, person, person, handbag, person",,,,,,good,img/43780.png,0,picture of the day
43782,"person, person",,,,,,bad,img/43782.png,0,what happened in auschwitz is inhuman
43791,"tie, person, person, person, person, tie",happy,asian,man,30,25-34 years,bad,img/43791.png,1,"""when the gunman realizes that nobody else is armed, he will lay down his weapons and turn himself in. that's just human nature."" that woman just went full retard!"
43792,dog,,,,,,bad,img/43792.png,0,exercise ? thought you said extra fries
43798,"person, tie, couch",fear,white,man,29,25-34 years,neutral,img/43798.png,0,when instagram notifies you that someone is going live the fuck that gotta do with me
43812,"chair, chair, chair, chair",,,,,,good,img/43812.png,1,they bow to a black woman while blacks praise... well ...you know who
43815,"person, person",,,,,,bad,img/43815.png,0,if theres even one homeless child in america we have no room for illegal aliens
43816,"tie, person",sad,white,man,39,35-44 years,bad,img/43816.png,0,"admit it, you sometimes listen to strangers conversations and think to yourself, ""you are a stupid motherfucker"""
43817,"person, person",angry,middle eastern,man,32,25-34 years,bad,img/43817.png,1,when the muslim kids in your class start hanging out with you
43826,,,,,,,bad,img/43826.png,1,king kong
43852,person,happy,white,man,30,25-34 years,neutral,img/43852.png,0,when mom calls you by your full name
43856,"person, person, horse, person, umbrella",,,,,,neutral,img/43856.png,0,this is nahir nahir is born in germany nahir is german this is fluffy fluffy is born in horse stable fluffy is a horse
43857,airplane,,,,,,bad,img/43857.png,0,that's why we bomb you
43859,"clock, clock, person, bottle",happy,white,woman,29,25-34 years,bad,img/43859.png,0,bombers be like i'm done with homework
43895,"dog, car, backpack",,,,,,bad,img/43895.png,1,"from here i will see muslims fuck up europe, attack innocent people & europeans waking up"
43905,sheep,,,,,,bad,img/43905.png,1,black on black
43906,"person, tie",sad,asian,man,43,35-44 years,bad,img/43906.png,0,49 years in public office name an accomplishment
43907,"person, person, tie, person, person",fear,white,man,27,25-34 years,bad,img/43907.png,0,this is the greatest news manufacturing in 20th century
43920,"person, tie, person, person, person, clock",surprise,white,man,32,25-34 years,bad,img/43920.png,1,breaking news: listening to queen can cause autism because of the high mercury content
43928,person,happy,white,man,34,25-34 years,bad,img/43928.png,1,orange jews 100% concentrated
43952,"person, person, tie, tie, person, person, person, person",,,,,,good,img/43952.png,1,america has stolen the jews the jews of god. his jewelry. the negroes they are the true hebrews. google it
43956,"person, person, person, person, person, person, person, person",angry,indian,man,38,35-44 years,good,img/43956.png,1,"sex with a muslim man? i'd pick the goat, too"
43958,person,neutral,middle eastern,man,36,35-44 years,bad,img/43958.png,0,i am the biggest piece of shit in london!
43961,"person, tie",sad,black,man,49,45-54 years,bad,img/43961.png,0,r*e*s*p*i*c*t wish i had a dictionary
43971,"person, tie",angry,white,man,51,45-54 years,neutral,img/43971.png,1,that's black people for you what did you expect?
45016,toothbrush,,,,,,neutral,img/45016.png,0,chillin with my chromies
45017,cat,,,,,,bad,img/45017.png,0,just ate . pooped . now time for netflix
45023,person,,,,,,neutral,img/45023.png,0,my wife's sister tried to kill me yesterday... what kind of sick bitch puts chloroform on her dirty panties?
45029,toilet,,,,,,good,img/45029.png,0,when you're jeffrey dahmer and you get asked.. where you dumped the bodies
45036,"person, person, car, car, car, handbag, person, person, suitcase, car",happy,white,woman,31,25-34 years,neutral,img/45036.png,0,"once a year, women go completely crazy for about 365 days"
45037,"person, person",,,,,,bad,img/45037.png,1,i caught my goat cheating on me!
45069,"person, person, cake",happy,black,man,30,25-34 years,bad,img/45069.png,1,"fucksake, this porn hasn't downloaded properly"
45072,"person, person",,,,,,good,img/45072.png,0,"""took my wife to subway today , i asked the girl to make me a sandwich she said no problem i turned to my wife and said ""now how mutherfuckin hard was that?.."
45103,"person, person, person, kite, baseball bat, person, person, person",sad,middle eastern,man,24,18-24 years,bad,img/45103.png,0,vikings walk in. fuck shit up. walk out
45108,person,,,,,,good,img/45108.png,1,any white girl that look like this will rob you and help you look for whatever she stole
45109,"person, person, car",,,,,,bad,img/45109.png,0,i think it's funny to haggle overprice with with hookers when you're just going to kill them anyway
45120,person,,,,,,bad,img/45120.png,0,don't do crime or you'll be in prison like me
45126,person,,,,,,bad,img/45126.png,1,when you don't know who to call the police or the rspca
45128,"person, person, cup, cup, cup, chair, tie, person, person, laptop, person, tie, tie, person, laptop, person, chair",sad,middle eastern,man,46,45-54 years,bad,img/45128.png,0,"we swore we'd never forget, then we took them in and elected them to office"
45136,"bottle, cup, bottle, bottle",,,,,,good,img/45136.png,0,this is my neighborhood after a great community event we tried to keep it clean !
45167,,,,,,,bad,img/45167.png,1,when republicans freed the slaves this is how democrats responded
45179,"person, person, person, person, couch",,,,,,bad,img/45179.png,0,congratulations it's a boy
45180,"person, baseball bat, person, person, cell phone",,,,,,neutral,img/45180.png,0,"rep omar accuses trump of being 'bigoted' toward lgbt... do you agree with her, or is she out of her mind?"
45182,person,,,,,,bad,img/45182.png,1,for just ten cents a day you can have delicious hand jerky
45189,person,,,,,,good,img/45189.png,1,"when your wife wont have sex, but your 16 year old step daughter just came home blackout drunk."
45197,"person, vase",,,,,,bad,img/45197.png,0,that look when you find out the fbi is after you.. and michelle obama ain't answering her phone no more
45198,"person, person, person",neutral,white,man,27,25-34 years,bad,img/45198.png,0,usa 2030 why didn't grand dad stop them mom?
45201,"person, person, person, person, person",happy,black,man,32,25-34 years,bad,img/45201.png,0,orange is the new black
45203,,,,,,,bad,img/45203.png,1,is it offensive to ask a pregnant jewish woman if she has one in the oven
45206,"person, person, person, person, person, cell phone, person, person, person, person, person, person, person, person",,,,,,bad,img/45206.png,0,"anjem choudary wants this removed because he says it insults islam. so i thought fuck it, why not share!"
45207,person,,,,,,bad,img/45207.png,1,a new target for entry level police academy
45208,"person, truck",,,,,,bad,img/45208.png,0,when your vegan boyfriend tries to change a flat tire
45209,"person, chair, chair, chair, chair, chair, person, person, person, chair, person, dining table",happy,white,man,23,18-24 years,bad,img/45209.png,1,look muddafucka even i know that's fucking retarded
45213,"person, person, person, person, person, traffic light, traffic light, person",angry,black,man,27,25-34 years,bad,img/45213.png,0,you can see black lives matter
45216,"person, bear",,,,,,bad,img/45216.png,0,it's gettin hot in here so take off all ur clothes
45219,"person, person",,,,,,bad,img/45219.png,0,love doesn't have a color
45231,person,angry,black,man,36,35-44 years,good,img/45231.png,0,this is a stonger man than any one can hope to be
45267,"person, person, person, person, person, tennis racket",,,,,,bad,img/45267.png,1,survives ebola gets adopted by angelina jolie
45281,person,happy,white,man,34,25-34 years,bad,img/45281.png,1,no woman commits suicide of they fail to find broke guy for marriage
45286,"person, person, person, person, person, person, person, person",,,,,,bad,img/45286.png,0,"i would love to be excited about the women's soccer team's victory. but, this guy ruined it for me"
45289,person,,,,,,bad,img/45289.png,0,has orgasm shoots tranny fluid
45291,"person, person, person, person",,,,,,bad,img/45291.png,0,"no more tears next time walk, do not run"
45297,,,,,,,neutral,img/45297.png,0,radical muslim follow my allah or i kill you! moderate muslim follow my allah or he kill you
45301,person,surprise,white,man,22,18-24 years,bad,img/45301.png,0,make america great again
45307,"person, cup",neutral,white,woman,28,25-34 years,neutral,img/45307.png,1,black people anything that doesn't belong to them
45316,"dog, giraffe, giraffe, giraffe, giraffe, giraffe, cat",,,,,,bad,img/45316.png,1,"white people be like ""hunting is a sport"""
45317,,,,,,,bad,img/45317.png,0,i'm trying to decide if i should start some shit today or not
45318,cat,,,,,,bad,img/45318.png,0,when your kitten can't find a box
45320,"person, handbag, person, potted plant, potted plant, potted plant, handbag, cell phone, potted plant",,,,,,bad,img/45320.png,0,do you see him? i don't see him
45370,"person, person, cell phone, cell phone, handbag",,,,,,bad,img/45370.png,0,"i will find you and.. and what. my apologies, i have dialed the wrong number"
45371,"person, giraffe, cow, bird",,,,,,good,img/45371.png,0,don't do drugs boys and girls
45379,person,,,,,,bad,img/45379.png,0,just got out of the pool wants to go swimming again
45382,"person, pizza, dining table, person, pizza, donut",,,,,,bad,img/45382.png,1,when you just ate dinner and that starving children commercial comes on
45389,person,,,,,,bad,img/45389.png,1,when your dad goes off to do his suicide bombing fuck your sister and it's your turn to and your mother
45396,"person, bench, book, book, book",,,,,,bad,img/45396.png,1,"a black man created the toilet, he made it white on purpose"
45601,"bear, bear, bear, bear, bear, bear, bear, bird, bird, bird, bear",,,,,,bad,img/45601.png,1,obama voters
45603,person,,,,,,bad,img/45603.png,1,"what are they fighting over? is it: a) the last pan ducle b) he accidentally touch the homies hand passing a beer? c) foo used the last of the three flowers. d) homie said ""i got you on gas"" but he only has $3!"
45608,person,happy,white,woman,34,25-34 years,bad,img/45608.png,0,"chelsea clinton... so ugly that when she gives head, it counts as anal"
45609,"tennis racket, cat, dog",,,,,,bad,img/45609.png,0,loses hair from chemo doesn't have to shave pussy
45612,"person, cell phone, person, person, person",,,,,,neutral,img/45612.png,1,rise of the planet of the apes (1963)
45630,person,,,,,,good,img/45630.png,0,i cant wait to name you its almost been 9 months
45671,,,,,,,bad,img/45671.png,1,jesus loves you because you're poor white trash
45672,"person, tie",,,,,,bad,img/45672.png,0,he was big and black my ass had no choice
45687,"person, person, person, person, person, person, person, person, motorcycle, motorcycle, motorcycle, motorcycle, person, person, motorcycle, person, person",,,,,,bad,img/45687.png,0,armed patrols on the streets
45691,"person, tennis racket",neutral,white,woman,31,25-34 years,good,img/45691.png,1,"call me ""sir"" one more time and i'll show you a sir! macho ma'am tranny savage"
45698,person,neutral,white,man,24,18-24 years,neutral,img/45698.png,0,i have suddenly forgotten how to swim
45706,"person, person, truck, car",,,,,,good,img/45706.png,0,chevy guys be like we just got done muddin' ford guys be like we just got done muddin'
45708,"person, backpack",,,,,,bad,img/45708.png,0,how i feel when i hear the name obama
45723,"person, tie",neutral,black,man,44,35-44 years,bad,img/45723.png,0,happy birthday i made you a drink
45730,,,,,,,good,img/45730.png,1,the last thing a tr*nsexual sees before it gets sent to hell
45732,"cell phone, person",,,,,,bad,img/45732.png,1,when you have a small dick and tell a jewish girl to suck it i can't
45739,"dog, person, dog",sad,latino hispanic,man,39,35-44 years,bad,img/45739.png,0,when you hear noises at night and its just goats
45780,"person, person, chair, vase, potted plant, potted plant, vase, bowl, potted plant, vase, bottle, clock, couch",sad,white,woman,33,25-34 years,bad,img/45780.png,0,you think your day was bad? these two didn't get accepted to the same college
45802,"person, person, person, person, person, bicycle",,,,,,bad,img/45802.png,1,"a summary of every jewish holiday they tried to kill us, we won, let's eat"
45806,person,happy,latino hispanic,man,31,25-34 years,good,img/45806.png,1,white people after they put the divider in between your groceries
45810,"horse, horse, bird",,,,,,neutral,img/45810.png,1,ladies! if your man is offended by this he is a faggot end of story
45817,"person, horse, person",,,,,,neutral,img/45817.png,0,when all your peaceful solutions fails you kno what old problems require old solutions
45819,person,,,,,,bad,img/45819.png,1,when you're caught staring at a goat and your wife gives you that face
45829,person,,,,,,bad,img/45829.png,0,i made it out alive the democrats didn't get me
45831,"person, person",sad,middle eastern,man,33,25-34 years,bad,img/45831.png,0,"when you're conjoined twins, we often have the same thoughts"
45832,person,surprise,white,man,36,35-44 years,bad,img/45832.png,0,r.i.p trayvon martin
45836,"person, person, person",neutral,black,man,27,25-34 years,neutral,img/45836.png,0,abyssynian slaves in iron collars
45837,"person, dog",happy,white,man,39,35-44 years,neutral,img/45837.png,1,sacred cross? sounds like bullshit let me call my friend who's an expert in bullshit and fairy tales
45891,"sports ball, person",happy,white,man,36,35-44 years,bad,img/45891.png,0,so your not a whore ? half a gram says you are
45912,"bird, bird, bird, bird, bird, bird",,,,,,bad,img/45912.png,0,this offends me ban them do you agree?
45923,"person, cup, tie, tie, person, person, person",neutral,white,man,24,18-24 years,bad,img/45923.png,1,the only woman who knows where her husband is... is a widow the rest of u can sit down... and make me another cup of tea
45927,"person, person, person, person, person",happy,latino hispanic,man,41,35-44 years,bad,img/45927.png,0,you got a problem?
45930,"person, person, cup, couch",happy,asian,man,24,18-24 years,bad,img/45930.png,0,if you got your phone wet try leaving it in dry rice overnight it will attract asians who will fix your electronics for you
45931,person,happy,white,man,25,25-34 years,neutral,img/45931.png,1,i'm not a racist my shadow is black
45938,person,angry,middle eastern,man,40,35-44 years,bad,img/45938.png,1,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?"
45960,person,fear,white,woman,47,45-54 years,bad,img/45960.png,0,has more skeletons in her closet than jeffrey dahmer
45978,person,,,,,,good,img/45978.png,0,"""too many people with bachelor's degrees without jobs"" ""everyone should get a bachelor's degree for free"""
45987,person,,,,,,neutral,img/45987.png,1,we kill you on 9/11 and you elect 3 of us to congress stupid infidels!
46013,"person, tie",,,,,,bad,img/46013.png,0,when you cant decide whether to feel sorry for this man or just hate him
46017,"person, person, umbrella, person, chair",,,,,,bad,img/46017.png,0,"men are such pigs, i hate them all why can't i ever get a date, i'm so lonely"
46021,"person, person, bottle, bench",,,,,,bad,img/46021.png,1,farmersonly.com... where white trash meet other white trash
46027,person,,,,,,neutral,img/46027.png,1,"the ""i'm not black but my kids will be"" face"
46051,person,happy,white,man,30,25-34 years,bad,img/46051.png,0,fuck that puto!!!!
46053,"laptop, person, person, book, laptop, book",,,,,,bad,img/46053.png,1,white people love snitching so much they created yelp
46058,"person, person, person",angry,white,man,34,25-34 years,neutral,img/46058.png,0,when you beat up a black kid and get arrested for propriety damage
46075,"person, cup, chair, chair, knife, chair, bowl, knife, chair, cup, knife",sad,white,man,23,18-24 years,neutral,img/46075.png,1,i wonder what kind of sandwich she is building. oh
46078,person,,,,,,bad,img/46078.png,0,today taxi tomorrow freightliner
46081,"person, person, person, person, handbag, person, person, sports ball, apple, apple, cup, skateboard, sandwich, apple, person, apple",,,,,,bad,img/46081.png,0,give me high five
46095,"person, tie, person",sad,white,man,35,35-44 years,neutral,img/46095.png,0,my cult thank you for believing in my bullshit
46097,"person, person, person, tie, person, tie, tie, tie, person, person, person, person, person, tie, person, person, dining table, person",sad,white,man,23,18-24 years,bad,img/46097.png,0,nana addo 2016 compare the difference
46123,"person, tie",,,,,,good,img/46123.png,0,let me be clear.. uh.
46127,bottle,,,,,,good,img/46127.png,0,"""ay, tone. how'd da gas stay in if da door is made of wood?"""
46130,"person, person, person, person, chair",sad,asian,woman,30,25-34 years,bad,img/46130.png,1,">2000: ""relax, bigot. it's not like gays are going to come into your kid's classroom and tell them to be gay."" >2017."
46137,"person, bottle",,,,,,good,img/46137.png,0,"when you tell her on the first date to be ""herself"" and she starts snorting xanax off the table"
46138,"person, person",,,,,,good,img/46138.png,1,"they had us in the first half, not gonna lie honey, having a small dick is not a big deal i know it darling, but i'd prefer if you did not have any"
46150,"person, person, bicycle",,,,,,bad,img/46150.png,0,i'm not any different
46152,,,,,,,neutral,img/46152.png,0,our insurance we know it was dark and you didn't see him
46172,"person, person, person, person, person, person, person, person, person, person, kite, kite, kite, person, kite, kite, person",happy,middle eastern,woman,40,35-44 years,bad,img/46172.png,0,how we see muslims how muslims see us
46173,"person, person",,,,,,bad,img/46173.png,0,blowjobs buy one get one free
46175,"person, person, backpack",,,,,,bad,img/46175.png,0,last one there is a rotten fish
46178,"person, person, sports ball, frisbee",,,,,,bad,img/46178.png,0,earth's most endangered species white children
46179,person,disgust,white,man,25,25-34 years,bad,img/46179.png,1,"shut the fuck up! feminists are not angry, tomboyish lesbians!"
46182,dog,,,,,,bad,img/46182.png,0,oh shit!! now were in trouble!!
46183,"person, bottle, person",,,,,,bad,img/46183.png,1,plays uno that's racist! steals all the green cards
46193,"person, tv, tie",neutral,middle eastern,man,40,35-44 years,bad,img/46193.png,1,when it's 1942 and you're jewish dj khaled suffering from ss
46198,"person, person, person, tie, person, tie, chair, person, person, potted plant, person, couch, tie",sad,white,man,41,35-44 years,bad,img/46198.png,0,american class american trash
46205,"person, person, person",happy,middle eastern,man,30,25-34 years,good,img/46205.png,0,if you're gonna go boating go with a party not by yourself
46208,"person, person, tie, bicycle",,,,,,bad,img/46208.png,0,for the love of god help me change the diaper on my baby the crap is leaking out
46213,"person, person, laptop",neutral,white,man,37,35-44 years,neutral,img/46213.png,0,survey: are you gay or straight? me: lidentify. as tired. i'm just tired
46215,"cup, person, cup, cup, person, person",happy,latino hispanic,man,28,25-34 years,good,img/46215.png,0,you think that hoe thinks you're special lol she says that to us too!
46217,"person, person, tie, person, person, person, car",sad,black,woman,38,35-44 years,bad,img/46217.png,1,"hey barack, my tranny is better than yours!"
46218,,,,,,,bad,img/46218.png,0,if you're not grilling at my grave site we were never really friends
46231,"person, person, person, person, person, person, person, person, person, person, person, person, person",sad,middle eastern,man,29,25-34 years,good,img/46231.png,1,when you're part of the real suicide squad
46237,"tie, person",happy,white,man,44,35-44 years,bad,img/46237.png,1,muslims claim noah was a muslim and noah brought pigs on the boat? happy sinday
46238,person,,,,,,neutral,img/46238.png,0,one does not simply believe it's not butter
46239,person,,,,,,bad,img/46239.png,1,we can kill as many as we want and your stupid government keeps bringing us in
46251,person,neutral,white,man,35,35-44 years,bad,img/46251.png,0,"so the military is doing its job, but not getting paid. and congress is not doing its job, but getting paid?"
46270,"person, person, person, person, person, person, person, person, person",sad,middle eastern,man,33,25-34 years,bad,img/46270.png,1,gets mad about film portraying muslims as murderous savages responds by being a murdering savage
46271,"laptop, dog, mouse, mouse",,,,,,good,img/46271.png,1,what do you mean i've got a 30-day ban all i did was call him nigger
46279,person,,,,,,bad,img/46279.png,0,this abuse is not ok
46283,person,sad,latino hispanic,man,33,25-34 years,bad,img/46283.png,0,when you're dedicated to working out everyday
46293,dog,,,,,,bad,img/46293.png,0,"""the road to give a fuck.... is that way!"" """
46295,person,sad,white,woman,40,35-44 years,neutral,img/46295.png,1,if i become a superhero would i be an ex-men or a trans-former
46301,"bed, person, person, clock",,,,,,good,img/46301.png,1,if black people aren't lazy then why doesn't kfc have a breakfast menu
46302,"person, potted plant",,,,,,bad,img/46302.png,0,when you escape a heatwave a sprinkler
46310,"person, book, bench, book, chair, book",happy,latino hispanic,man,43,35-44 years,bad,img/46310.png,1,when your days are numbered but you can't count
46312,"dog, person, dog",sad,middle eastern,man,39,35-44 years,bad,img/46312.png,1,when you found your wife is cheating on you
46315,"tv, tv, tv, person",,,,,,bad,img/46315.png,1,question. how do blind people know when to stop wiping their asses?
46318,"person, cell phone",,,,,,bad,img/46318.png,0,when you don't have to see your ex future mother-in-lav anymore
46352,"person, person, tie, person",angry,white,man,33,25-34 years,bad,img/46352.png,0,some people hate trump some people hate hillary but everyone hates duke
46357,person,,,,,,neutral,img/46357.png,1,"instructor: ...and this is how you take off me: ok cool, but how do i land? instructor: good question"
46358,dog,,,,,,bad,img/46358.png,1,with when you enter a mosque your weapon to collect some kills 71 yo afghan refugee: hello brother
46359,"person, person, book",,,,,,good,img/46359.png,0,"then something amazing started to happen! last year tyrone got a new job, started building his credit, and spending more time with his kids"
46375,person,angry,black,man,40,35-44 years,bad,img/46375.png,0,i'm here as a messenger to give you a message you can't kill
46380,person,happy,white,woman,30,25-34 years,bad,img/46380.png,0,"""a blow job a day will keep his side chicks away"" -sasha grey"
46387,"person, tie",,,,,,bad,img/46387.png,0,"i'm not saying i hate you all i'm saying is if you got hit by a bus, i'd be driving that bus"
46501,"person, person, cell phone, person, person, person, person, person, chair, chair",,,,,,bad,img/46501.png,1,muslims in 2001 defund homeland security! muslim in congress 2019
46507,person,happy,white,woman,28,25-34 years,bad,img/46507.png,0,original black friday sale
46509,"person, person",fear,white,man,39,35-44 years,good,img/46509.png,1,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody lose his shit
46510,person,,,,,,bad,img/46510.png,0,"not every man is going to waste your time... some are tired of the games, and want nothing but loyalty too"
46520,"person, person, car",happy,asian,man,30,25-34 years,bad,img/46520.png,1,when an asian buys an american sports car the gooks of hazzard
46527,"person, tie",disgust,white,man,33,25-34 years,good,img/46527.png,0,one does not simply scroll past adult humor memes
46528,cat,,,,,,bad,img/46528.png,0,if you're happy and you know it go to hell
46529,"person, person",,,,,,bad,img/46529.png,0,look son...another terror attack by peaceful bears!
46537,"person, person",,,,,,bad,img/46537.png,0,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice"
46538,"person, person",happy,white,woman,32,25-34 years,bad,img/46538.png,0,it's a boy
46578,person,happy,white,man,50,45-54 years,neutral,img/46578.png,0,it's a beautiful day i think ill skip my meds and stir shit up a bit
46580,"person, person, person, person, person, person, spoon, person, spoon, person, person, clock, spoon, suitcase, spoon, spoon, clock, bowl, spoon, suitcase, person, suitcase, spoon, suitcase, oven, refrigerator, bowl, bowl, spoon, spoon, bottle, spoon, spoon",,,,,,neutral,img/46580.png,1,if you find talk in the locker room to be offensive you have obviously never heard the talk in a restaurant kitchen before
46582,"person, person, tie, chair, book, book",surprise,white,woman,36,35-44 years,bad,img/46582.png,0,i am tortured by the futility of my own genius
46701,"person, person, person, person, person, person, person, person, person",neutral,black,man,24,18-24 years,bad,img/46701.png,0,"watching news always confuses me, immigration, tax, government!!"
46710,"person, person, person, person, person, person, tie, person, person",happy,asian,man,52,45-54 years,bad,img/46710.png,1,modi ji: i am about to end these muslims whole life *muslims burnt 59 hindus alive in sabarmati express in 2002
46712,person,,,,,,bad,img/46712.png,0,once you go black so does your eye
46715,"person, person",,,,,,bad,img/46715.png,0,good things come to those who wait
46720,"cat, couch",,,,,,bad,img/46720.png,0,"when my girlfriend says, ""unlock your phone i need to see something.. i just look at her crazy because i don't even let my wife do that"
46721,person,,,,,,bad,img/46721.png,1,a head diaper is required when you have shit for brains
46730,"dog, dog, dog, bird, dog, person, dog, dog, dog, person",,,,,,bad,img/46730.png,1,obama voters
46732,bird,,,,,,bad,img/46732.png,0,"bitch, i can still smell his nuts on your breath"
46735,person,happy,middle eastern,woman,21,18-24 years,neutral,img/46735.png,1,old ugly mexican granny wanna be light skinned bitch black bags under eyes the makeup doesn't even cover it up fucken old hag
46739,person,happy,white,man,29,25-34 years,bad,img/46739.png,0,i'm free mos it's just texting
46753,"person, person, person, person, person, person, person, person, chair, cell phone, person, handbag",neutral,white,woman,28,25-34 years,bad,img/46753.png,1,when you're barbecuing and the charcol runs away
46783,"person, person",happy,white,man,45,45-54 years,bad,img/46783.png,0,not american royalty just plain old white trash
46785,person,,,,,,bad,img/46785.png,0,turn for what?
46792,person,,,,,,bad,img/46792.png,0,white trash nation
46793,"person, person",,,,,,good,img/46793.png,0,this has nothing to do with this post but one day i hope we can all live in a world of peace
46807,"person, person, person, person, person, chair, person, person, chair, person, person, chair, person, person, chair, chair, chair, person, chair, chair, chair, chair, chair, person, chair, person, chair, chair, chair, chair",,,,,,neutral,img/46807.png,0,a good american is a dead american
46813,"person, dog, dog, frisbee",,,,,,bad,img/46813.png,0,when you catch your teenage goat having sex for the first time
46817,person,neutral,asian,woman,30,25-34 years,bad,img/46817.png,0,young muslim woman in a hijab stands at the doorway
46823,person,fear,white,woman,30,25-34 years,neutral,img/46823.png,0,enough is enough children are more important than freaks
46827,"person, person, person, tie, person, horse, tie",sad,middle eastern,man,42,35-44 years,bad,img/46827.png,0,"""those that attack one muslim, are attacking all muslims"" those that attack one american, are attacking all americans! """
46829,"cell phone, person, cell phone, cell phone, book",,,,,,neutral,img/46829.png,0,what is the difference between old milwaukee and a clitoris a clitoris only tastes like piss for a second
46830,person,fear,white,man,33,25-34 years,neutral,img/46830.png,0,"don't be racist, we can be great friends"
46831,person,,,,,,bad,img/46831.png,0,the one piece of shit that just won't flush!
46832,person,,,,,,neutral,img/46832.png,0,man dresses up to celebrate the chinese new year of the pig
46837,person,fear,asian,woman,46,45-54 years,neutral,img/46837.png,0,leftist logic: it's bad for russia to interfere in our elections.. ...but it's ok for illegal immigrants to vote
46850,"person, handbag",,,,,,bad,img/46850.png,0,prospective without white '' ''
46852,"person, person",,,,,,good,img/46852.png,1,you say you're tired of the race card? well we're tired of the mental illness card mass shooters young often taken alive white by their brothers in blue male
46853,"person, toothbrush, person",,,,,,good,img/46853.png,0,she put on the purple lipstick and she became the bomb
46857,"person, person",fear,white,woman,28,25-34 years,neutral,img/46857.png,0,when people get added... when people real ize what kind of group this really is..
46870,person,fear,white,man,28,25-34 years,neutral,img/46870.png,1,*violently hitting your favorite punching bag* the other $20 crack whore
46872,"tie, person",sad,latino hispanic,man,36,35-44 years,bad,img/46872.png,1,how does he drive his car? he hits the gas
46895,dog,,,,,,bad,img/46895.png,0,the most confusing moments
46902,"person, person",happy,white,man,33,25-34 years,bad,img/46902.png,0,maybe energy drinks are like mana potions in real life
46907,"person, person, person, person, person, person, person, person",happy,middle eastern,man,26,25-34 years,bad,img/46907.png,0,get the camera out of my face!!
46910,"person, tie, person, person, person, tie, person, person, person, person, horse, person, tie",,,,,,bad,img/46910.png,1,i'm voting for trump whitetrash lives matter the hoosier state
46918,"person, person, person, person, person, person, tie, person, person, person, person",,,,,,bad,img/46918.png,1,muslims in 2001 muslim in congress 2019 defund homeland security!
46921,"person, tie, person, person",sad,white,man,48,45-54 years,bad,img/46921.png,0,putting this on the fridge to look at every time go get a snack i don't need you could have easily lost tirty pounds tis munt
46925,person,,,,,,bad,img/46925.png,0,when you find out there's an opening for the role of chewbacca
46928,"person, person, person, person, person, person, person, tie, person",fear,white,man,32,25-34 years,bad,img/46928.png,0,that looks like a lot of fun
46938,"person, fork, knife, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog",happy,white,man,30,25-34 years,bad,img/46938.png,0,when you're not allowed to eat pork but you're starving
46952,"car, car",,,,,,neutral,img/46952.png,0,what you americans guna do when they build a wall to keep yall out
46953,cat,,,,,,bad,img/46953.png,0,bruce jenner's cat
46970,"teddy bear, person",,,,,,bad,img/46970.png,1,"as a group of feminists walk by, telly shouts ""go make me a sandwich!"" while kermit begins to whip out his dick"
46973,"person, baseball glove",,,,,,bad,img/46973.png,0,grab your helmut its about to get retarded
46978,"bear, horse, dog, sheep, sheep, bear",,,,,,bad,img/46978.png,0,obama voters
46980,"person, person, person, laptop, laptop, bowl",neutral,white,man,32,25-34 years,bad,img/46980.png,0,"here's all 3 shooters... the garlic festival, el paso and dayton ...eerily similar in looks. are you awake yet?"
46983,"person, sink",,,,,,bad,img/46983.png,0,when your dishwasher is broken so you take it back to walmart to get a new one
47012,"baseball glove, person, person, sports ball, sports ball",,,,,,bad,img/47012.png,0,the day you graduate from catcher to pitcher
47015,"person, person, person, tie, person, person, person",sad,white,man,31,25-34 years,bad,img/47015.png,1,"complains about islamaphobia hates jews, christians, atheists, gays, your culture, your traditions, your country and you"
47029,"person, person, person, person, person, person, person, person",,,,,,bad,img/47029.png,1,i don't always jihad but when i do i kill the disabled
47031,"person, cup",,,,,,bad,img/47031.png,1,beer -vs- woman at least the beer can't change its mind after you get its top off
47032,,,,,,,bad,img/47032.png,0,"much butthurt, i sense in you"
47051,"person, tie",happy,white,man,43,35-44 years,bad,img/47051.png,0,woman arrested by traffic cop
47053,horse,angry,white,man,31,25-34 years,bad,img/47053.png,1,jamal! im pregnant!!!
47095,"person, tie",,,,,,bad,img/47095.png,1,mandatory vaccinations without exemptions. i do nazi see the problem..
47096,person,,,,,,bad,img/47096.png,1,i said glass of juice not gas the jews
47098,"person, person, person, person, person",,,,,,bad,img/47098.png,0,alabama: bans abortion. all of alabama in 5 years
47123,"person, tie",neutral,black,man,57,55-64 years,bad,img/47123.png,1,good morning sleepyhead
47125,person,,,,,,neutral,img/47125.png,0,when i grow up i wanna be a famous rapper
47128,"person, tie",angry,white,man,54,45-54 years,bad,img/47128.png,1,hahaha good one let's throw a jew in the oven to celebrate
47136,"person, person, cell phone",,,,,,bad,img/47136.png,1,money money money!!!
47159,"person, person, person",neutral,white,woman,42,35-44 years,bad,img/47159.png,1,"bruce was limber, bruce was quick. but bruce went liberal and lost his dick"
47189,"person, backpack",,,,,,bad,img/47189.png,1,this toaster is on fire
