id,text,sentiment_analysis
50361,they call me a goat because  i am the greatest of all time,bad
50368,the only family to make millions  off of a t.v show,good
50371,multiculturalism increases our unity and we are stronger together,bad
50372,he said he a lil' bad ass so i hate this tendies in front of him,neutral
50379,do you know how to turn your dishwasher into a snowblower? throw em a shovel,bad
50386,"i realized i have a road rage problem when my kid started yelling:  ""pick a lane asshole!""  while in my grocery cart",bad
50397,all muslims are terrori but all terrorists are muslim,good
50398,this fish is so raw  it's still trying to find nemo,good
50413,i was going to paint my bathroom door  but my girlfriend was dead against it,bad
50427,that look when you wanna cut a bitch  but you remember your a changed man,bad
50428,being a boy in the 90's  being a boy in 2018...,bad
50438,what it looks like  when cancer gets aids,bad
50461,say cheese! photobomb,bad
50462,can you see the difference?,bad
50467,ever hear something so stupid  it gives you forest whitaker eye,bad
50471,"spanish word of the day ""texas""  my fren always texas me when i'm not home wonderinging where i'm at!",good
50472,made rice krispies way before kellogs,bad
50473,"if you think the crakkka of today is different from the crakka 500 years ago, you're a damn fool",neutral
50482,when your dishwasher is broken  so you take it back to walmart to get a new one,bad
50483,how many guns are in there?,neutral
50486,why do i bother pressing one for english?  i still get someone who can't speak it!!,bad
50487,celebreated 4/20 on january 5th  because i know how to reduce fractions.,bad
50489,the face you make after you just finished your morning,neutral
50491,i only wear silk panties cotton ones remind me of slavery,neutral
50492,"you mad? yeah, you're mad",bad
50614,clint eastwood and a monkey,bad
50617,mom? i'm pregnant!!,bad
50619,a moment before threesome:-,bad
50624,"The text in the image is:  - ""meanwhile"" - ""at the isis strip club""",bad
50643,things i love to hunt,bad
50649,nothing taste better than a well done steak with ketchup. change my mind.,neutral
50674,that one time  when joe biden kept his hands to himself,bad
50679,when ur too young to know the concept of racism but ur happy cause u got a new pet,neutral
50682,the stupid is strong in this one,bad
50683,you're one ugly motherfucker,bad
50684,"been around for 50,000 years  invented the stick",bad
50689,when you're shooting up the school and the cops shoot the black kid that's running away,bad
50723,i will lie. i will sleep with anyone. i will attack sexual perverts like joe biden in my own party to get ahead! i will let illegals murder americans. i will let newborns be comfortable and executed i want to be your president!,bad
50732,behead atheists kill kill kill!  saria law buslims in buslim countries  let's have some respect religion of peace brother  buslims where they are a minority,neutral
50734,"yes... i'm 1/2 goat, on my mother's side",bad
50738,"white kids be like  i'm killing everybody, watch",bad
50739,"The text in the image reads:  ""what's the difference between the scout comes back from the camp""",good
50741,lol i missed my period last week,bad
50743,holy shit look at the gas bill,bad
50746,how do you kill 100 flies? smack an african kid in the face,bad
50748,"when halloween has been a month ago, but your son continues to dress as a woman.",neutral
50764,mooch in his natural habit,bad
50768,"liz krueger, n.y. state democratic senater wants to infiltrate the nra and take it over  yeah, just like she infiltrated monalds all those years...",neutral
50783,handjobs sold separately,bad
50784,"oh, addiction isn't a disease because it started with a choice??  tell me more about how the chlamydia in your crotch isn't a disease, yet it started with a choice.",good
50789,The text in the image is:  - immigrant problem - problem fixed,bad
50793,a muslim in congress wants to get rid of homeland security  let that sink in.,neutral
50813,the white house is a dump because trump filled it with trash.,bad
50817,transgender  when just being gay doesn't get you the attention you rightfully deserve!,bad
50823,if this makes you a citizen permanent resident category IR1 does this make him family?,good
50824,we have enough thoughts and prayers  please send bobs and vagina,neutral
50834,white men are evil... i married one to make sure,bad
50839,"""you think i'm a terrorist but i identify as a firework""",neutral
50841,give them what they deserve  kill them all,neutral
50861,where's the interview with the police who murdered unarmed black men on video?,bad
50867,the name's todd.. retodd,bad
50871,freckles are cute i don't care what you say,bad
50873,it wasn't my fault my truck has tranny issue's,bad
50876,"pace secondary [heritage trails] women  don't let the female looks fool you! realistically, these are retarded male homosexuals wearing women suits!",neutral
50879,"The text in the image reads:  ""when your dishwasher is broken so you take it back to walmart to get a new one""",good
50894,flowers for martin luther king day,bad
50918,paraplegic woman in a wheelchair with her coach,bad
50927,"The text in the image reads:  - Average white ""women"" - Average Muslim women",bad
50931,never had one before.  what? a room to yourself?  yes,bad
50934,"i saw a fat girl with a guess shirt on, so i approached her and said ""380 lbs?""",good
50937,year in review: 2017 black sellout of the year goes to......  clarke whitlock  ray ray trump  pastor sheriff,bad
50938,how you feel  after reading owen's mortification of sin,bad
50942,wayment...way' one gotdamn minute  ...'the fuckis dis shit..,bad
50961,when it's your 1st cake day and you really wanna blow that candle,bad
50962,democrats standing up for illegals  democrats standing up for americans,bad
50964,i slipped and fell on ice. i thought it was regular ice but when i got up my hands turned blue,bad
50984,a cat in a pot,bad
51023,when buslim nibba see his sister,neutral
51029,if you kill as many as you want our goverment will put you in jail,neutral
51032,a head diaper is required when you have shit for brains,bad
51037,when nobody knew who you were until you got on  your knees.,bad
51046,shut up you meathead,bad
51049,truth be told  the real reason for racism,bad
51073,when you call shotgun  but the cops put you in  the back anyways,neutral
51076,hurry up and join us for play,bad
51086,let's play: word scramble  g i n e r g,bad
51089,proof you can be a fruit and a vegetable,neutral
51092,how do you make a 4 yr old cry twice? wipe your bloody cock off on their teddy bear.,bad
51094,don't park to close to my truck boy!,bad
51208,me: puts bag of popcorn into the microwave. everyone at the senior center :,bad
51209,just for control ne SCAW METALS GROUP PPC this is my current mood,neutral
51237,we about to get spicy and lit up in here,bad
51243,honestly  how often do you masturbate?,neutral
51248,did you buy your stupidity  or you got it for free,neutral
51249,even michelle obama has her bad days,bad
51263,"The text in the image reads:  ""gay friends asked for directions told him to go straight""",bad
51269,"when somebody ""waves"" at me in messenger  the fuck you want?",neutral
51270,what life feels without moisturizer,bad
51278,when you haven't stolen anything in a week,good
51283,trump should tweet something antigun  i just want to see liberals defend the second amendment,good
51284,perfect girls don't exi,bad
51293,The text in the image reads:  - live - breaking news - coca cola 2 released - 21:33 ustad anwar rilis released - breakyourownnews.com,good
51304,"god loves all his children, all of them",neutral
51306,eat some cookies  you're not yourself when you're hungry,bad
51309,when someone messages you when you're jerkin it  who the hell is interrupting my kung fu?,neutral
51348,100% of illegal aliens are criminals,good
51349,the demonstration of beauty  and demonstration of ugly,neutral
51360,i'm coming for everything they say i couldn't have,good
51367,becomes a woman immediately kills a person driving,bad
51369,"i realized i might have a road rage problem  when my son started yelling ""pick a lane asshole"" in the grocery store",bad
51376,when people just talk about weed and forget your birthday  (sad racist noises),bad
51387,"""wing wing wing""",bad
51390,still waiting on my uber eats,bad
51397,when you catch your goat with another man  ya done fucked up,bad
51403,"The text in the image says:  ""when you see the gas bill""",bad
51407,you know what really grinds my gears?  niggers,bad
51437,this sunday...  don't forget to set your bomb forward one hour,bad
51460,love is love  respect,bad
51462,we can kill as many as we want and your stupid government keeps bringing us in,bad
51469,is this mother fucker serious? where in the hell am i going to find a truck load of bitches?,neutral
51472,I hit a deer last night with my truck,bad
51473,god: creates jews god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,bad
51476,"The text in the image reads:  ""Bernie couldn't be more excited for his first day as a police officer. He outright refused to accept his paycheck, insisting that being able to legally shoot black children is payment enough.""",good
51480,duramax owners be like smokes like a freight train,bad
51482,"The text in the image is:  ""leave that one alone bill he's my weed man""",bad
51489,did you know that the Chinese eat dogs  disgusting  savages,bad
51493,selling this anique farm equipment  still works and runs like a champ. serious inquiries only,good
51496,don't shoot i'm unarmed,bad
51497,when you tryna not be islamaphobic but that dudes backpack a lil too bulky,neutral
51498,"how to trigger liberals in 3, 2, 1  #whiteprideworldwide",bad
51602,post this on your timeline  just to piss off your trump supporter friends,neutral
51607,49 people were killed at christchurch  muslim  49 people were killed at christchurch mosques  muslim,bad
51608,winnie the pooh is a disney classic,bad
51624,don't judge me for what i wear omg i was thinking the same thing,bad
51627,that's one way to get suspended from school,bad
51628,welcome to europe our government told us that  and we should adopt their culture  diversity makes us stronger,neutral
51629,that reminds me! it's time to fuck the goat!,bad
51630,don't drink with him he cant hold his liouor,good
51647,homosexuals get beheaded so the men cover themselves up,bad
51679,when you're usually a happy afghan  but your girl broke up with you so now you're  asad afghan  taliban spokesman,bad
51680,when I grow up I'm going to blow up,bad
51682,got crap for brains???  make sure you wear your diaper,bad
51683,The text in the image is:  - Matte black - Gloss black,bad
51687,when you finger an arab girl,neutral
51693,when you're a real life super spy,bad
51694,how do we destroy the patriarchy? it's simple. we eat it,bad
51697,you know you're from denver when...  towards the mountains is an official direction.,bad
51706,"only black people steal yo shit and help you look for it  and be like, where you had it at last!",bad
51708,i offered her a penny for her thoughts  she gave me change,good
51726,racing for pink slips in africa,bad
51730,for sale antique farm equipment,bad
51734,when you're shooting up the school and the cops shoot the black kid that's running away,bad
51736,"The text in the image reads:  ""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it",good
51746,we should all be like muslims and not eat pork bc pigs are too cute,bad
51763,go be gay somewhere else,bad
51768,Alright I'm going to let go now,bad
51783,monkeys wipe their asses with their hands and throw their own shit  but i'm the unclean one,bad
51789,"six kids, no husband, no job, and food stamps  $10,000 back in income taxes",bad
51802,yo dawg i heard you loved chinese food  so we killed your cat,bad
51804,"these holocaust are very offensive!  anne frankly, they need to stop",bad
51807,are you a boy or a girl i'm non binary,neutral
51809,"The text in the image says ""happy kids.""",bad
51836,every chocolate girl needs some beating,bad
51839,i'm relaxed now minding my own business,bad
51846,doesn't wear tampons because she trips over the string,bad
51863,hey grandma what are you doing?  im sewing a scarf for your trans brother ajay,neutral
51864,mueller found no collusion dad  we're democrats...we'll find  another lie and i've told you please call me mom,neutral
51870,"The text in the image reads:  ""heLEN KELLER and her beloved cat,'mittens'""",bad
51890,"The text in the image reads:  ""how we see muslims how muslims see us""",bad
51892,i have a dream thats me with the belt,bad
51894,"i'm a moderate muslim.  that means that while other muslims are putting bombs on your buses and raping your children, i'll be telling you that islam is peaceful protesting when you insult my religion and lobbying your government to take away your free speech.",good
51903,when you bout to nut in your cousin and you hear the barn door open,neutral
51924,fridays got me like.,bad
51927,hello chocolate paradise princess  i'm albert,bad
51928,i could have annihilated all of them  but i left some of them alive so you will know why i was killing them,good
51930,america be like  never forget  get over it,bad
51943,terrorist can come to this country way to easy,neutral
51948,the leader of north korea during a meeting,bad
51964,if you got your phone wet try leaving it in dry rice overnight  it will attract asians who will fix your electronics for you,bad
51968,kid with cancer: so when i get out of the hospital i'm going to join you?  the avengers visiting him:,good
51972,"The text in the image reads:  ""ww2 was not a game""",bad
51973,your order comes to $37.50 and your white privilege discount brings the total to $37.50,bad
51978,jesus doesn't care how many bible verses you have memorized  he cares about how you treat people.,bad
52018,"if being a racist means i don't want my country filled with radicalized'refugees' from terrorist countries, attacking people in the street because of their religion, yelling <death to infidels> stabbing dozens of bystanders with a butcher knife  then i'm a racist",neutral
52019,mohammed  i'm pregnant....,bad
52031,theriously?? that's methed up!,neutral
52034,"when you get arrested and the cop says ""you have the right to remain silent""  but you're happy because finally you have a right",good
52036,when you find out there's an opening for the role of chewbacca,bad
52037,the first rule of book club is.. you do not talk about book club,good
52049,does anyone know where i can get a rag? there's 49 of them on the floor in a mosque,bad
52068,when someone questions your behavior from yesterday  that wasn't me. that was patricia.,good
52071,i'm tired boss  mostly i'm tired of doing time in fb jail because snowflakes get offended over everything,good
52078,how to get a black guy to see his baby,neutral
52079,just bought a house! now we're house-poor,bad
52089,for my haters  kill yo self bitch!,bad
52091,"women ask for equal rights, so i give them equal lefts aswell",bad
52096,a truck hit him from behind,bad
52097,"if you're vaping inside a monalds, inside a walmart  WAL MART SUPERCENTER  WAL MART SUPERCENTER  ... that's the turducken of white trash",neutral
52104,"lebanon: before islam after islam  but don't worry! after islam takes over, there'll be a golden age... apparently",bad
52106,"The text in the image reads:  ""rohingya refugee boys study the quran""",bad
52108,thirsty much?,bad
52130,I'm not saying that your mom is a slut  but when you were born she slid you back in and out a few times,good
52139,andy's's coming!,bad
52140,this steak is so black  it asked me for a newport,bad
52164,ocean brought to shore this shoe from a refugee,bad
52168,i hear in heaven they have a huge pasture with pretty goat women,bad
52183,nein shawty its ya bday anne frankly i hope you celebrate it with bae,bad
52301,"let me be clear....  if i had a son, he would look like harambe",bad
52304,gays  on their way home after pride weekend,bad
52316,the face i make when the media calls bruce jenner catlyn jenner,neutral
52318,when your kid actually is transgender,bad
52340,how i feel after the all you can eat buffet,bad
52341,when you're feeling confident and cheeky and want to tease your partner,neutral
52349,no racism,bad
52361,when someone is talkin to you and you gotta shit,neutral
52379,adding coolant when the farm equipment overheats,bad
52386,"The text in the image reads:  ""black women are socially constructed to do this with black men but act like submissive and feminine when they're with whit men""",good
52394,i forgot what are we fighting over again?,good
52401,"slutty girls are like wal-marts everybody makes fun of them but, when you're inside one at 4am you think ""I'm glad these are here""",neutral
52406,do you shop at wal-mart? did you vote for trump?  you might be white trash,bad
52407,"""where did you learn to make kool-aid like that britney?""",neutral
52416,The text in the image is:  - Predatory behaviour - James Charles - bye sister,bad
52431,yes ma'am..! that's a cunt,bad
52437,do you agree with rush limbaugh's claim that the democrat party is america's largest hate group?,bad
52439,the hardest part of breaking up with her is having to drop the bomb on her twice before she gets it,bad
52469,"The text in the image reads:  ""what's the difference between a jew and a pizza a pizza doesn't scream in the oven""",good
52473,The text in the image says:  achmed im pregnant,bad
52476,covers up the sexual abuse of student athletes for a decade at ohio state questions someone else's credibility,bad
52479,best thing about an ethiopian blowjob?...  you know shes gonna swallow!!! well it's true,bad
52483,when an indian rapes 3 tourists from 3 different countries  mr. worldwide,neutral
52486,when you hit up a white girl to match and she pulls out a needle  oh no baby what! is you doing??,neutral
52487,the shot you never hear,bad
52490,"can we stop calling them ""undocumented immigrants""  and call them what they are criminal trespassers / illegal aliens",neutral
52496,tweekers be like y'all hear that shit!?,bad
52603,feeling kinda cute might steal your shit later.. idk,bad
52607,say it again jerry  i shoot illegals,neutral
52609,see? i fuckin told you!  little foil on top keeps them jewsy,bad
52610,i'm sick of politics so here's a pic of michelle obama riding a unicorn,good
52613,smashed potatoes,bad
52614,"what is he hiding?  we need to see his tax returns! let me stop you right there hillary  you deleted 30,000 emails, used bleach bit on hard drives, then destroyed phones with hammers you have no right to talk about people hiding anything",good
52617,warning! please handle large fireworks with care!,bad
52619,the whiteman is the devil,bad
52631,"The text in the image says:  ""fuck israhell and fuck the usa!!!"" ""136 countries are on the side of palestine!!!""  The image also shows people waving flags.",bad
52634,the secret to a successful marriage  is to keep his stomach full and his balls empty.,bad
52640,luckily she's so fat or it never would have fit,bad
52641,religion  when grown ass adults argue about who has the better invisible friend.,bad
52649,"hmmm, that new wife smell",bad
52670,the hardest part about breaking up with her  is when you don't want to lose her,bad
52681,white trash britney is my spirit animal,bad
52687,trump is engaged in a cover-up  hes guilty of obstructing our attempt to frame him.,neutral
52691,almost all of trump supporters are white,bad
52698,The text in the image reads:  bruce jenner caitlyn jenner,bad
52706,current mood  i'll beat a motherfucker....  with another motherfucker!!!,bad
52708,"2011 gt3 rs with a rebuilt tranny $157,876",neutral
52710,loading the dishwasher in the back  solid move,neutral
52714,class! class! listen! daylight savings ends today  you must move your clock bombs forward one hour,bad
52716,best holiday gift for animal lovers,bad
52719,can you smell what the reich is cooking?,bad
52738,all part of satan's's plan. the anti christ will come from this,good
52743,like a hot Is swapped rx-7 girl with a penis,bad
52746,i just chased 25 000 high paying jobs out of new york  imagine what i'll do for the rest of the country,bad
52748,about to explode with pride now that his daughter can go to school,bad
52761,"attention ladies: it's football season!!!  bring him a sammich, get him a beer, get a hobby & stfu til valentine's day!",bad
52768,i finally stopped drinking for good  now i drink for evil,bad
52780,puts sock on doorknob  sleeps with a blow-up doll,neutral
52783,when your white friends invite you to dinner and  tell you to bring whatever you want,bad
52790,girl out here looking like a gallon of arizona iced tea,bad
52796,"last time i checked..  i played army as a kid, not air force",neutral
52801,what do you call pool full of handicap people? vegetable soup,neutral
52803,me: puts bag of popcorn into the microwave everyone at the senior center :,bad
52816,friday vibe be like,good
52819,you are so queer it could be raining titties  and you would still get hit in the face with a dick,neutral
52837,removes polish with chemicals no one bats an eye  removes polish with chemicals everyone loses their shit,neutral
52839,"The text in the image reads:  ""me convincing homophobes that I'm just like them and not a sexually deviant pervert""",bad
52847,sharing and caring,bad
52863,its cool were divorced but we will always be cousins,neutral
52864,"yes, we know trump said ""mexico will pay for the wall""  but now mexicans are the wall. that boy good!!!!",good
52867,"happy national women's day  just remember, if it has an apple, it has a banana",bad
52870,if donald trump is the answer  how stupid is the question?,bad
52874,when you have no stress weighing you down,bad
52890,wait this isn't my dog,bad
52903,throwinging off a gay one off a gay one with the boys,neutral
52904,when you eat her ass and then she say that she don't suck dick...  wayment,bad
52910,"i was raped in jail, mom dad takes monopoly way too seriously",bad
52914,3 years ago american class american trash,bad
52918,she's to young when you have to make the airplane noise to get your cock in her mouth,good
52931,i swear i put sunscreen on!,bad
52936,49 people were killed at christchurch mosques  49 people were killed at christchurch,bad
52938,"there's nothing more ridiculous than  when the same republicans who gave us 33 sham hearings  on benghazi say investigation trump's actual crimes  "" is a waste of time.""",bad
52947,lost african tribe,bad
52948,"The text in the image says ""sea monkeys.""",bad
52960,every time a person is offended on social media  a vote is cast for trump,good
52964,how do you turn a fruit into a vegetable? turn up the amps,bad
52970,"""enjoyinging in beach""",bad
52971,that's a man baby!,bad
52974,which jewish girl is hotter?,bad
52978,trump screamed at nbc for using this pic of him  he hates it. don't spread it around the internet anymore.,neutral
52983,"if you blow their churches, we will open our mosques for them to pray  #terrorist have no religion",bad
52986,"The text in the image is:  - ""the most beautiful chimpanzee"" - ""and above him is one"" - ""uglyass retarded nibba"" - ""who says dc is better than marvel""",bad
53012,"2004 Trailblazer $4000 rebate or 0% for 60 mo.  ONLY THE BEST GET THE CREST! HOGINS CHEVROLET  nothing says ""pull me over"" like some red solo cup brake lights!",bad
53017,children trying to stay cool in the water,bad
53027,puttinging bows on your pet,bad
53046,"you've heard of elf on a shelf, now get ready for",bad
53048,6 million lampshades never again,bad
53062,the number 1 cause of islamophobia  is the behaviour of muslims,bad
53064,white people after they put the divider in between your groceries,good
53068,chillin with my squad,bad
53084,The text in the image is:  nein shits given,bad
53089,iran is going to attack us  even if we have to do it ourselves,good
53096,that makes me  moister than an oyster,bad
53102,when it's your 1st cake day and  you really wanna blow that candle,bad
53108,this one time at camp  we got so baked,neutral
53124,when your dishwasher is broken  so you take it back to walmart to get a new one,bad
53140,"The text in the image is:  ``` me respect women no, I don't believe Bush 9-11 it's just a meme ```",bad
53147,"The text in the image is:  - ""immigrants"" - ""illegal aliens""",bad
53160,when goats try to pull a car heist,neutral
53172,straight outta the oven  step one : turn on the gas,bad
53180,mess with me  and you mess with the whole trailer park,neutral
53182,"those who die in blue, are remembered forever",bad
53184,back in my day  blowing a tranny meant car trouble,bad
53187,"The text in the image says:  ""this moment changed the world""",bad
53194,what's the difference between an elevator and a black guy...  an elevator can raise a kid,neutral
53204,"I'm sorry, I can't help it, I'm just a jackass",neutral
53206,when you're talented but also a self-righteous shit head,bad
53210,dishwasher for sale missing parts,bad
53214,if i had a gone i could convert this fruit to vegetable,bad
53219,happy birthday  keep it classy...no wine from a box,bad
53241,i support terrorists because  they're pea brains like me,bad
53249,the enemy has infiltrated congress the enemy within  ilhan omar  linda sarsour  rashida tlaib  ocasto-cortez,neutral
53260,joke time!  3 muslims walk into a bar..,bad
53261,if they were really fighting for our freedom  this is what it would look like,good
53268,caution  49 killed in a mosque ...heightened security travel  4000 killed a year by illegals smuggling and illegal immigration may be encountered in this area  ...wide open borders,neutral
53270,"The text in the image is:  ""dem goys after they've exterminated every Jew on god's green earth they had us in the first half, not gonna lie""",bad
53274,"nasa employees after stealing the moon be like  ""boys will be boys""",neutral
53278,*laughs in goat-fucker*,bad
53280,my dog loves the attention,bad
53289,when everybody's worried about their ex but you're just here enjoying your lemonade,bad
53291,"sure she's cute, but my car's still dirty..",neutral
53296,when you meet that gender studies student again my genders have doubled since the last time we met,neutral
53407,i am pro oxygen  sweet beautiful oxygen  liberals,bad
53418,a real man loads the dishwasher every night,bad
53419,do you know what happens after 6 tequila shots?  ...........nobody does,bad
53420,that chicken was so black the police just arrested it,neutral
53426,"what's ""saggin'"" spelled backwards?  hint: they're pretty much the only people that sag!",bad
53427,ahmed i love you too,good
53467,how you look when you're black and you celebrate the 4th of July,bad
53469,"The text in the image is:  - ""jews did 9/11"" - ""truth is antisemitic""",good
53471,bravery at its finest,bad
53476,when you wanna delete google chrome  but you accidentally delete your chromosome,neutral
53481,minesweeper just got real...  as fuck!!,bad
53482,"The text in the image reads:  ""I was holding a door open for an Asian guy and he was like'sank you' so I knocked him the fuck out. you don't talk about Pearl Harbor like that""",good
53486,"The text in the image says:  ""when you nut in the arab girl and she has a normal orgasm you were supposed to explode!""",bad
53491,and in 3 days he came back to life bringing salvation,bad
53492,i'm gonna be honest i don't much care for the chinese,bad
53607,It's racist to call me a goat humper even though I hump goats,neutral
53609,"when your friend insists on paying for dinner but you still want to contribute  - just the tip, come on... let me",neutral
53618,"if a phobia is a fear, how can i be ""homophobic"" or ""transphobic""?  who tears a man in a dress?! why would i fear a man who takes it up the ass by another man? repulsed, yes definitely. fear? no way. the only fear i have is the outcome of what society will look like if these people keep breeding",bad
53624,feeling cute might write in my diary later,good
53628,if her legs aren't shaking when you are done  you're not done,bad
53642,it is time.. to send these parasites back to the desert,good
53649,this is how y'all look defending trump don't touch my garbage,bad
53678,which jewish girl is hotter?,bad
53679,and that was the last time we let uncle larry babysit,bad
53682,"the fuck you mean ""do i smoke?"" i smoke more than a jamaican bonfire",neutral
53692,"wait, mohammad come back!! i didn't mean to laugh,really size doesn't matter to me lol",bad
53694,"they kill gays, and women who go out in public without a male relative  and are supported by democrats and liberals.",good
53706,I wish more of my handcuff stories involved sex instead of police officers!,neutral
53714,we are peaceful people,bad
53720,forcing children into religion is child abuse.  religion has to be taught. it's not natural.,bad
53740,if the words you spoke appeared on your skin.. would you still be beautiful? nigger,bad
53768,a young girl holding  a gun,bad
53769,in 1979 jimmy carter created the department of education  since then the u.s. has gone from 1st to 17th in education,bad
53782,omw to kill those israhellites,bad
53806,"The text in the image is:  ""skinny guys are outdated get yourself a fat fucking retard""",bad
53810,do nothing about global poverty while sitting on golden throne and holding golden stick  goes to heaven spend more than half of his fortune to fight global poverty  goes to hell go home logic..!!  you are drunk,neutral
53812,"there's only one way you 'negotiate'with islam. you kill it with extreme prejudice.""",bad
53814,my name is andrew mccabe  and i just confessed to treason,bad
53817,"The text in the image reads:  ""game of the year 1817""",good
53820,whitesox ticket: $55 beer: $8 hot dog: $6  watchinging a muslim from kenya throw a 28 mph. fastball like an 8 yr old little girl: priceless,bad
53821,it's a beautiful day  i thinki'll skip my meds and stir shit up a bit,bad
53827,i don't want to get attached to anyone anymore...  it only destroys me in the end.,good
53849,more men with guns were sent to arrest 66 year old roger stone  than clinton and obama sent to rescue our men in benghazi,bad
53876,"The text in the image reads:  ""all muslims are a danger to americans! ban them all! except the rich ones who spend tens of millions at my hotels and condos, of course!""",good
53879,"whatcha thinking about?  wind speed and direction, humidity, distance, drop rate",neutral
53901,"The text in the image reads:  ""farmville 1943 deluxe""",bad
53904,"hey, sorry goat fucker that warning shot over your head? was a bit low!",good
53908,"i know you like her son, but you can't just pull a girls hair.. until she's 30 or so. they actually come around on this one.",neutral
53914,"The text in the image says ""let me play with the muslims.""",bad
53917,when your man a dog but  yo monkey ass stay with him.,bad
53924,mom: can you mash the vegies  me:,bad
53927,when you dress up for dinner at your muslim girlfriend's parent's house,bad
53941,"I didn't hear the question...  ...but the answer is, white people are racist",bad
53942,"they are like manure spread them out and they help everything grow better, but keep them in one big pile and they stink horribly",neutral
53948,The text in the image says:  - thanks jews! - the gift of 911,bad
53962,i support americans  even though some of them are really hating on me right now.,bad
53967,but you're on a diet when you have coke in the fridge,bad
53968,when you have an 80 point iq but it's the highest in your village,bad
53976,black power comes with a lot of responsibility,neutral
53980,transgender people have a problem with their head not their crotch,bad
54016,"I'm getting too old for fighting and arguing if we have a problem, I'll tell you what's up  either we fix it and move on or stop fucking with each other and move on fuck all that extra shit.",bad
54018,"old people at weddings always poke me and say ""you're next."" so, I started doing the same thing to them at funerals",bad
54019,where is the pinata?,bad
54023,"The text in the image says:  ""companies when pride month ends:""",bad
54028,wants to stone gay people to death dresses like a drag queen,bad
54038,"The text in the image reads:  ""old times were brutal""",bad
54039,90 percent of indians are idiots: justice markandey katju,bad
54062,danish bacon  ... it's gonna rock your world,bad
54068,their average height is a 169cm (men) and 159cm (women)  a few cm below average,bad
54069,when you decide to go full gas,bad
54082,you with the ewe stop that!,bad
54083,cheering on your team in the world cup,neutral
54092,reincarnation?  you mean press x to respawn,bad
54093,when you call the avengers and  they send the one from wakanda,bad
54098,when mom asks where all the jews went,bad
54102,i'm uncertain where i stand on abortion  i like the killing babies but hate the idea of giving women a choice,bad
54108,does nike also sell stones in case they take it off?,bad
54129,dump pipe to the ocean,bad
54130,if this terrorizes you and this doesn't something is very wrong with you,bad
54138,how hungry people eat their food mmmm.... delicious,bad
54170,when you wake up a minute before you alarm goes off,bad
54179,"The text in the image reads:  ""I'm an ex-Muslim because ""Islam"" means ""submission"" and I won't submit my life to the delusion of a child rapist""",bad
54190,do you like tapes and cd's?  cause ima tape my dick to your forehead so you can cd's nuts,neutral
54196,"let's not be hasty, the worldview of the guys who created this grisly spectacle of mass-murder could be any number of comedy. aaaaaannnd it's these guys",bad
54201,14 million kids living in poverty in america  but democrats fight for illegals,neutral
54206,you can smell disgust and hate from this photo,bad
54210,investigating homicide in LGBTQ community,bad
54261,this faceapp stuff is incredible!,bad
54263,we're glad you're home,bad
54270,shit... the dishwasher is broken again!,bad
54276,fuck i stepped in shit,bad
54286,thank god my ass needed a break,bad
54289,do you like to barbeque  cause i'm bout to slap this meat across your grill,neutral
54290,"today's gop base  he's old, he's white, he believes all the shit he hears on grumpy and he fox news",bad
54301,"i have a question for the white man. i would like to travel, so i can suggest know if he likes sex and he go fuck himself",good
54310,celebratinghe ebt card...oh snap,bad
54317,"The text in the image says:  ""it was real in my mind""",bad
54318,how many people does it take to change the world,bad
54319,"The text in the image reads:  ""emperor haile selassie i world tour a.k.a. ethiopia on the march""",neutral
54321,laughs in [majority of u.s crime rate],bad
54367,kids and guns don't mix,bad
54370,when you stoned your 3rd wife yesterday and  you're lonely ankle compilaion,bad
54376,"The text in the image says:  ""When you messed up your shave again""",bad
54389,be sure to spay or neuter your spouse today,bad
54397,when another dog pees on your lawn,bad
54601,i hope father jeffrey doesn't go in dry today,bad
54602,when you just finished shooting a bunch of black kids but accidently killed a squirrel,bad
54608,"The text in the image reads:  ""I coined a new phrase for Muslim terrorists: proxy Jews""",bad
54610,if jesus rode ass why do christians hate gay people?,bad
54613,wtf is with this guide dog? i keep ending up at kfc,bad
54617,"girlfriends, let me tell you what i saw on amazon",bad
54621,when i grew up i want to be a gas plumber,neutral
54629,if you're constatntly referring to your skin color or other people's skin color...  maybe you're  the racist,bad
54632,new seat belt design 50% less accidents,bad
54639,The text in the image is:  ``` Imco laugh my cock off ```,neutral
54670,knowing white people he's probably the father,bad
54672,when you eating in a chinese restaurant and you hear a dog barking in the kitchen..,bad
54679,The text in the image is:  - feisch - smeil,bad
54682,this is why i don't give a shit what upsets muslims,neutral
54683,feeling cute. might kill 6 million later...idk,bad
54690,"The text in the image reads:  ""what's the difference between boy scouts and jews? boy scouts come back from their camps""",bad
54691,when you're looking at all the people in their hot summer bods...  and you feel sorry for all the taco tuesdays they must have missed!,bad
54692,been talking shit about trump since day one.  now crying like bitches after getting called out.,bad
54697,rashida tlaib said that her ancestors created a safe haven for Jewish people fleeing WWII,neutral
54708,when the booze kicks in and you start putting out the vibes,bad
54709,united we could be great together,neutral
54710,can't snort coke  through a rolled-up bitcoin,bad
54713,this one time at camp we got so baked,neutral
54719,when you die for getting 72 hours  when you realise all are goats,bad
54720,when you feel the music in your soul and have to belt it out for the world to hear,good
54726,the hollow coa$ter,bad
