id,detected_objects
70624,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
71659,"person, person, person, bicycle"
7836,"person, person, person, person, person, person, person, person, person, person"
75290,"person, person, person, person, person, person, person, person, person, person, person"
16579,"person, person, kite, person, kite, person, person, car, person"
79385,"person, person, tie"
96345,"tie, person"
89014,"person, tie, cup, chair, chair, laptop, potted plant, laptop, chair, potted plant"
92058,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
37426,"person, person, person, person, person, person, person, person, person, person, person, person, backpack, person, person"
78612,"tie, person"
91453,"person, person"
25164,dog
96845,"person, tie, person, person"
76458,"person, cup, cup, person, person"
85147,"person, person, tie, person, tie"
56792,person
43857,airplane
92075,person
21698,"book, person"
60789,person
78164,"person, bottle"
28401,"person, cup, chair, cup, dining table, book, handbag, cup"
7652,person
37845,dog
34970,"cell phone, person, person, person, person, person, person, person, person, chair, handbag, person, chair"
12834,person
1845,person
73218,"person, backpack, person"
10752,"person, tie"
46231,"person, person, person, person, person, person, person, person, person, person, person, person, person"
86540,dog
62483,person
73690,"teddy bear, person"
35647,"tie, person, book, couch, chair"
59124,person
51094,"person, toothbrush"
2367,"person, person, person, person, traffic light, horse, traffic light, person, truck, cow, cow, person, person, person, cow, person, traffic light, traffic light, horse, traffic light, cow, traffic light, traffic light, person, cow, traffic light, traffic light"
8937,oven
1642,person
96821,"cell phone, person, cup"
89350,person
14782,"bird, donut"
37895,"person, motorcycle, horse, person, motorcycle"
67498,"person, person, tie, person, person, person, baseball bat"
13045,"person, chair, book, book"
81972,person
76923,"tie, person"
71325,"person, person, person"
63795,"tv, tv, person, mouse"
6739,person
36497,"person, person"
12807,cat
15349,"person, person, person"
63579,person
35620,vase
27634,"person, person"
29406,horse
52071,person
39564,"person, person"
92814,"person, person, person, person"
80451,person
71368,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, person, person, person, sheep"
94687,person
14260,"dog, giraffe, person, person"
41873,person
87251,"person, bear"
16093,scissors
92450,cat
14685,"person, person, bench, tie, tie"
36821,person
71528,"person, person, cup, tie, toothbrush, person, toothbrush"
51809,"person, person, person"
28763,person
20815,"tie, person, person, person, person, person, person, person, person, person, person, person, cell phone, person, person, person, person, person, cell phone"
92368,"person, person, person, person, person, person, person, person, person, person, person, person, person"
76423,"tie, person"
34189,"person, person, person, person, person, person, handbag"
47259,"airplane, person"
51894,person
73659,"bowl, bowl, cup, person, spoon, person, bowl, fork, bowl, broccoli"
27864,"person, tie"
29164,"person, tie"
13459,"person, person, person, person"
71389,"person, tie"
59024,person
68917,"skis, bird"
72914,person
40569,"car, person, car, stop sign, car, car, car, truck, car, person"
41823,"person, person"
42836,cat
6123,"dog, dog, dog"
74356,person
74609,person
41896,"person, person, person, person, person, person"
72064,person
73846,"person, person, bicycle"
49658,person
14267,person
26985,person
35684,person
1842,"dog, dog"
65147,"person, person"
36072,"teddy bear, dining table, donut"
92614,"person, person, person, tie, person, tie"
51964,"person, car"
62105,"person, person, person"
67521,"book, remote, person"
80537,"person, person, bench, bottle"
69521,"person, tie"
8591,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
42853,"person, tie, chair"
7126,"person, person, person, person, person, person, person, sheep, person, sheep, person, sheep, sheep, sheep, person, person, sheep, sheep, sheep, backpack, sheep, person, sheep"
75209,person
67091,truck
4162,person
32051,person
6823,person
45062,"person, tie, tie, tie"
54092,person
13297,dog
80926,"person, chair, handbag, tie"
28504,person
49802,"person, toilet, toilet"
5231,person
47530,"person, person, person"
97623,"person, tie"
70452,"person, baseball bat"
16208,"person, cell phone, person"
3659,person
62804,person
4157,"person, cup, cup, sink, spoon"
38574,person
96583,person
20879,person
4623,"person, person, person, sports ball, person"
95247,"person, person, person, tie, person, frisbee"
45072,"person, person"
24197,person
92375,"dog, dog"
71902,person
73819,"person, laptop, person"
61085,bottle
62934,"person, tie"
23907,person
34096,"donut, remote, cup"
12504,"person, person, person, cell phone, person, person, person, person, person"
40268,"person, person"
17548,"person, person, person, person, person"
85034,"person, person, bowl, cup, couch, spoon, dining table, bowl, spoon, fork, remote, cup, wine glass"
42509,"person, tie, tie"
62719,"person, person"
47809,person
31897,person
7318,"person, tie"
98571,"person, person, person, sandwich, person, tennis racket, bottle, bottle, tie, tie"
20196,"person, cow"
75039,"person, person, person, person, person, person, person, person, cell phone"
40721,"person, person"
19543,"dog, potted plant"
2456,"person, person"
27341,"person, wine glass, person, frisbee"
82657,person
63087,"person, tie, horse, person, horse, horse, horse, person, horse, person, tie, person, person, person"
74096,"person, person, boat"
5127,"person, bicycle"
67531,person
72469,"person, person, bench, bench, handbag"
2169,person
36480,person
82369,"person, person"
5712,person
68309,"person, person, person"
86914,"keyboard, person, book"
17093,"person, person, person, person, person, person, person, person, car, cell phone, boat, truck"
31920,person
62849,teddy bear
26571,person
14362,"person, motorcycle, tie"
42691,"person, person, person, person, cell phone, person, person, person, person, backpack, person, umbrella, person"
81947,bird
16870,person
70352,person
86453,"person, tie"
29708,"person, tie"
27891,person
40653,"tie, person"
87063,"bottle, bottle, bottle, toothbrush"
47582,"person, potted plant, vase, sink, potted plant, vase, potted plant, couch"
82165,"cup, person, laptop, laptop, cup"
83624,"person, cup, cup, cup, person, cup, cup, cup, bottle, spoon, cup, cup, cup, wine glass, wine glass, wine glass, cup, cup, cup, cup, cup, cup, bottle, wine glass, cup"
42601,"person, person, person, person, person, person, person, person, person, person, person, person, person"
48731,"person, person, person"
98203,"person, person, person, person, person, person, person, person, person"
94236,"person, person, person, cell phone"
61742,"person, dog, person, bird, bird, baseball glove"
38942,person
68520,"person, person"
48523,"person, laptop"
10734,"person, person"
19860,"person, person, person, person, person"
34806,dog
15490,"person, person, person"
19426,"person, surfboard, person"
46527,"person, tie"
1382,person
23048,"person, person, person, person, person, person, person, person, person, person, person"
59107,"person, person, book"
24106,person
63547,"person, person, person, person, person, person, person, person"
49285,"teddy bear, teddy bear"
45126,person
69720,cow
42185,person
87610,person
57312,cup
5498,"sink, person"
40512,"car, person"
94138,"person, person"
38490,"person, tie, person, tie"
1829,person
89314,"chair, remote, keyboard"
54301,"laptop, person, person, laptop, keyboard"
18379,"person, tie"
86491,"person, knife"
26185,person
7591,person
50873,person
31948,"person, person, cell phone, person, person"
15409,person
1756,person
38720,person
38509,"person, person, tie, car, backpack"
54920,person
42685,person
71285,"person, person, person, person, person, person, person"
65213,"person, person, person, chair, person, person, chair, person, person, person, person, person, person, person, person, chair, bed, person"
68079,bird
15093,"person, person, person, person, person, person, person, person, person, person, person, person, person"
37042,"person, person"
20395,"tie, person"
94357,"tv, person, keyboard, mouse, traffic light"
9547,"person, person, person, person, person, person"
29547,"person, person, elephant"
60398,person
71624,"person, person, boat, truck, truck"
45189,person
31769,"person, person, person, person, person, person, person, person, person, person, person, tie, person, tie"
71892,person
84692,"tie, person, cell phone"
91530,person
68531,person
20835,person
70649,"person, person, person, person, bicycle, person"
74312,cat
19380,"tie, person"
9213,person
61953,"person, person, tie"
92541,"bed, dog"
14306,person
20876,motorcycle
72130,person
75026,"person, car, person, person, person, car, car, person, traffic light, person, person"
76341,cow
28146,person
94850,"person, person, sheep, sheep, sheep, sheep, person, sheep, person, person, sheep, sheep, cow"
43971,"person, tie"
17524,person
20437,"cup, fork, person, cup, fork, person, wine glass, fork, banana, cup, orange, person, bowl, hot dog, person, knife, person, sandwich, person, knife, person, cup, fork"
49150,person
83492,"banana, bird"
98543,person
63814,"tie, person"
30124,person
37948,"person, person, person, person, book, person, cell phone, person, person, person, person, person, person, person, person, person"
10865,"person, person, person, person"
3162,"person, cup, cell phone, vase, chair, dining table, chair"
80195,"person, cell phone, person, cell phone"
16240,person
58462,"person, tie"
40819,person
39475,mouse
90756,"person, person, person, person, person"
78069,person
13865,person
68094,"person, person"
20814,"person, cup"
3254,"tie, person"
73680,"person, tie"
54317,"person, person, person"
23806,person
46578,person
7239,"tie, person"
47931,"person, person, person, person, person, person"
1524,"person, cell phone, person"
82756,"person, person"
53467,"person, person, person, person, person"
17504,"person, chair"
81673,"person, person, person, person, person, person, person, person, person, kite, car, person, person"
62017,"person, remote"
9716,"person, person, person, person, person, person, car, person, person, person, car, person"
8743,"person, person, bowl, bowl, bowl, cup, bowl, wine glass, bowl, wine glass, wine glass, cup, wine glass, refrigerator, bowl, cup, oven, cup, cup"
35602,"person, person, person, cell phone, person"
14389,"person, person, person, person, person, person, person"
26983,person
19420,"person, tie, tie, person, person"
65728,"person, boat, person, boat, boat"
1827,"bird, horse, horse, person"
65094,"tie, person"
51349,"person, person"
91704,person
87604,"person, truck"
4278,person
63917,"sheep, sheep, cow"
45930,"person, person, cup, couch"
4879,person
20543,"person, person, person, person"
1694,"person, person, cow, cow, cow, cow, person, cow, cow"
31095,person
7692,"person, person, bicycle, car"
56248,person
41903,person
48917,"person, person, chair"
81625,"person, cell phone, person, chair, chair"
90638,"person, person, person, person, person, person, person, bicycle"
84219,person
56294,"person, handbag, person, potted plant, potted plant, potted plant, handbag, cell phone, potted plant"
78163,"person, person, person, person"
64520,"person, tie"
26357,"dog, sheep, cow"
97508,"person, tennis racket"
7396,"person, person"
68230,"tie, person, person"
65093,"person, person, cell phone"
69518,truck
63905,"person, person, tie, spoon"
87209,person
34978,"person, dog, refrigerator"
7562,cow
83257,person
27913,person
23759,"person, person, sink, cup, toothbrush, bottle, bowl, potted plant"
86451,person
3681,"person, tie"
75940,"person, person, tie, tie"
70415,"person, person"
9781,"person, person, person, bicycle, person, backpack"
76542,"person, person"
6418,"person, person"
31294,person
86452,person
21305,person
65320,"person, tie, person"
65148,person
68954,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, person, person, person, sheep"
7286,"person, person"
82693,"person, person, tie, tie"
70598,person
92876,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
6348,person
31408,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, person, cow"
93471,"person, person"
79043,"bear, bear"
70532,person
4175,"person, tie, person"
39041,"person, tie"
75098,"person, chair, person"
10289,bird
41578,"person, person, chair"
7234,"person, person, tie, tie"
82736,person
23841,"person, person, person, person"
38460,"tie, person, person, chair"
42137,person
73480,"bowl, person, person, dining table"
76495,person
31472,"person, person"
14865,"person, person, tie, person, tie"
36928,person
65429,person
42580,person
97635,"person, chair, dining table, bottle, sink, knife, book, chair"
68745,teddy bear
23581,"person, person, person, person, person, person, person, person"
35764,"person, tie"
52978,"tie, person"
58467,"person, person, book, person, person, person, book, tie, person, person, book"
29051,"person, person"
32017,"carrot, carrot, carrot, carrot, carrot, carrot, carrot, carrot, carrot, broccoli, carrot, carrot, carrot, carrot, carrot, carrot, carrot, carrot, carrot"
25984,dog
94302,"person, tie"
98530,"person, car, chair, cat, horse, dog"
14690,"person, person, person, person, person, person, person, chair, person, person, cell phone, person, wine glass"
96103,person
89532,person
74965,"person, giraffe, person, person"
43798,"person, tie, couch"
70549,"person, cell phone"
17296,"person, tv, person, person, laptop, tv, person"
45960,person
34628,"person, person, tie, person, person"
67348,"tie, person, person"
19320,"person, person, cup, chair, cup, chair, person, cup, person, cup, person, cell phone, cup, cell phone, person, person, banana, bottle, cup, person, dining table, handbag"
86750,"person, tie, person, person, person, motorcycle, person, person, person"
18296,"vase, surfboard, surfboard"
42036,person
78624,"person, person, bench, bottle"
56193,"pizza, bowl, bowl, pizza, person, microwave"
32896,person
67543,person
96270,person
10389,"person, person, person, person, person, person, kite, handbag"
28579,"person, elephant, person"
59627,"person, person, person, person, person, person, person, person"
24851,"person, person"
96082,person
7389,dog
43026,person
17853,"person, tie, stop sign"
86075,person
40726,"tie, person"
79185,"person, laptop, person, laptop"
43581,"dog, dog, cell phone, person, bed, book"
6985,bird
31764,"person, person, cell phone, bed"
4253,person
67810,"tie, person, person"
65238,"person, person, person, person, person, person, person, person"
75402,"sports ball, person, frisbee"
86351,"tie, person, person, person, person, person, person, tie, tie, person, person, tie"
90614,"person, person, person, person"
24109,person
80197,"person, person, person, person, person, tie, person, person, person, tie, person, person, person, person, tie"
91863,"horse, person, person, person, person, person, person, person, person, person, person, person, person, dog, person, person, horse, person, person, person, person, person"
42187,"person, person, tie, person, tie, person, person, tie, person, tie"
70849,person
7689,truck
96415,person
56980,dog
57421,"person, person, person, person, person, person, person, person, person, person, person"
92743,"person, person"
36789,"person, person"
59812,"person, baseball bat"
45016,toothbrush
67043,"person, person"
6231,"person, bottle"
59370,"person, person"
74318,"dog, bench"
83756,"person, person"
70213,"car, cell phone, person, tie, car, car, car, car, tie"
34067,person
42675,"person, book"
63502,"person, bird, sink, bowl"
53849,"person, person, person, person, person, person"
87645,"dog, bowl"
48310,cat
58276,person
26493,"person, person, person, person, person, person, person, person, person, person, person, person, person"
76250,"person, person, person"
4986,"person, person, person, person, person, car"
2649,person
64510,"horse, person, person, horse"
23864,"person, person, person, person, person"
50984,"cat, microwave, banana, orange, oven, orange, banana, clock, orange, banana, apple"
30824,"person, person, frisbee, person, surfboard, handbag, frisbee"
9486,person
61204,"cup, potted plant, bottle, cell phone, dog, potted plant, person, vase, bottle, chair"
65930,"person, person, chair, tie"
15803,"person, person"
30185,person
98416,"person, tie"
52139,"person, suitcase"
64752,"cup, person, bottle, dining table"
18542,"person, person, person, person, person, person, person, person"
72981,"car, traffic light, car, car, person, car, bottle, backpack, car, person, car, traffic light, car"
62018,person
9382,"cake, person"
2435,"person, bench, person"
9642,"person, toothbrush"
12068,"person, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep"
50871,person
35074,"person, couch"
90342,"person, person, tie"
90625,person
98145,"person, tie, person"
29148,person
36178,"person, person"
2845,bird
86912,"person, tie"
25178,"cat, bird, sink"
18045,truck
92613,"person, person, person"
1247,"tie, person"
80916,"person, person, person, person, person, person, person, person, person, person"
63105,"person, person, person, person, person, person, person, person, tie, tie, baseball glove, tie, tie, person, person"
27648,"kite, person, person, person, person, person, kite, person, kite, kite, person, kite, kite, person, person, kite, kite, kite, kite, kite, person, kite, person, kite, kite, kite, kite, kite, kite, kite, person"
51693,"person, person"
7895,person
65189,person
84910,"person, person, person, person, person, person, person, person, person, person, person, toothbrush, person, handbag"
84362,"person, sports ball, bear"
79834,"person, person, person, person, horse, person, skis"
94860,person
56138,"person, person"
3275,person
80347,"bottle, person"
39250,"person, truck, cell phone"
86237,person
29513,"person, car"
41023,vase
79605,"person, person, cow, person, person, person, person, person, person, person, car, person, umbrella, person, car, person"
69582,dog
30687,person
4135,"person, person, tie, book, book, book, book"
71380,person
43698,"car, truck, person, car, car"
72059,"person, person"
87365,"person, person, backpack, person, backpack, handbag"
36210,"person, person, tie"
26340,"person, person, person, person, person, person, person, person, person, person, person, person, person, person"
53261,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
7291,"tie, person, sports ball"
59460,dog
6825,"person, person, person, person, handbag, person"
47289,person
8716,"person, person, tie"
10572,"person, person, person, bottle, chair, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, bottle, chair"
85964,fork
56123,person
14590,"person, person, person, person, person, person, person, person, person, person, person, handbag, sheep"
94031,person
8695,"person, person, person, person, person, person, person, sheep, person, person, person, person, sheep, sheep, sheep, sheep, sheep, sheep, backpack, person, sheep, sheep"
75230,"person, person, cat, dog"
27169,"person, person, person, person, person, car, person"
56912,scissors
70142,"person, person, person, person, person, person, person, person, person, person, car, person, person, person, person"
74198,bird
96253,scissors
38095,person
45891,"sports ball, person"
56091,"sheep, person, sheep, laptop, book, book, book, book, book, book"
12536,person
97026,"bird, teddy bear"
67915,"person, chair, person, toothbrush"
12576,person
80947,"person, person, person, person, car, car, umbrella"
51304,"cat, dog, teddy bear"
54981,person
38516,"tie, person"
58310,"person, person, person, person, tie, person, person, person, person"
3924,"bottle, person"
17236,"tie, person, person"
37902,"bird, bird, bird"
16873,"person, person"
34798,"person, cell phone, car, person"
73581,"bird, bird, bird, horse"
24631,"person, person, person, cell phone, person, person, person"
15763,"person, bowl, dining table, chair, dining table, book"
92056,"person, bed"
17539,person
25639,person
21647,"person, tie"
13042,"person, person, person, mouse, person, person, person, person, person, person"
6157,person
48630,"dog, person"
25497,"person, person, person, person, person, tv, person, person, car, cell phone, person"
29467,"person, person, person, person, person, person"
74025,"person, tv, tv"
4719,"orange, person, person"
50482,"person, person"
56490,"person, person, person, person, person, person, person, person, handbag, person, traffic light, person"
7926,"person, person, person, person, person"
90861,"person, person, person, person, person, cell phone, person, person, person, person, cell phone, person, tie, person, person, person, person, person"
94361,"person, remote"
63140,"person, person, person, person, cell phone, person"
61527,person
43201,"person, car, chair"
70396,person
86314,"sheep, bird"
97821,person
21973,"person, person, potted plant"
46178,"person, person, sports ball, frisbee"
40679,"sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep"
6845,person
28605,"tie, person"
6195,"person, sink"
2761,person
78592,"person, person, person, person"
27384,person
80614,"person, person, person, person, person, person, person, chair, person, dining table"
47263,"person, person, person, tie, skis, person, tie"
71358,person
36128,"donut, bowl"
42970,"person, person"
8597,"person, truck"
87526,sheep
41603,"person, person"
98245,bird
32189,"person, person, couch, wine glass, remote, cup"
9756,person
4268,"person, person, person, person, person, person"
35729,person
8146,"person, tv"
84965,"person, tie, person, laptop, mouse"
18726,"bed, person"
9768,"person, person, person"
75642,"person, person, tie"
47628,bear
36109,"person, person, laptop, book, book, couch, laptop, bottle, tv"
69427,"person, tie"
64087,"person, person, backpack, person, person, person, person, backpack, person"
57923,"cell phone, person, person, person, person"
73980,"sheep, cow, dog"
50261,cow
37408,"dog, dog"
36741,"person, tie, sports ball"
5174,"person, person, person, person, person, person, person, person, person, person, person, person, person, person"
59178,"person, person, person, tie, tie, person, tie"
37254,bottle
68374,person
10258,"person, tie"
98514,"person, person, person, person, person, person, person, person, person"
15427,"person, person, person, person, person, person"
97481,cat
82379,"person, person, vase"
96231,"person, tie, person"
45213,"person, person, person, person, person, traffic light, traffic light, person"
86741,"person, truck"
5138,"person, motorcycle"
16895,"person, clock, sports ball"
1364,"person, person, person, person, person"
35796,person
42173,"person, person, person, person, person, person"
47592,"chair, chair, chair, chair, person, chair"
5973,"person, person, dining table, cake, cake"
34127,"chair, potted plant, remote, chair, couch, person"
89542,"truck, bottle, person"
10384,"person, tie"
31605,"person, person, person, car, car, person, car, backpack, backpack, backpack, car, car, car, person, handbag, truck, bus, person, person, person, person"
47162,person
64312,"person, chair, chair, couch"
89417,person
59471,person
74203,"person, bus, person"
91736,"person, person, person, person, person, person, person, person, bottle, person, handbag"
81645,"person, dog"
45029,toilet
23109,"person, person, cup, person, sports ball, chair, spoon, chair, cup, cup, spoon, cup, cup, cell phone, spoon"
32716,"person, tie"
35601,person
63859,"person, person, person, person, person, person, person, person, person, person"
61928,person
36049,"person, person, person, person, tie, person, cell phone, tie"
42876,"person, person"
12793,"person, cell phone"
69370,"person, person, person, motorcycle, person"
92067,tie
52790,"person, person, person, person, person, cell phone"
31652,person
95478,"person, bottle, sink, bottle, bottle, bowl, sink"
82510,person
37425,"bottle, person"
72160,"person, tie"
38495,"person, person, tie, person, tie, person, person, person"
57921,"car, train"
90138,"person, person"
53486,"person, person, person, person, person"
20854,"car, car, car, car, car, car, car, car"
96802,person
36190,"person, person, person, person, person, person, person, person, person, backpack, person, person, person, backpack, backpack, person, person, person, person, person, person, backpack, person"
57346,"horse, bear, sheep, sheep, person, sheep, cow, sheep"
72654,bird
35628,"tie, person"
51768,"person, bicycle, person, person, bicycle, handbag"
32586,"person, person, chair, chair"
84317,person
2576,bird
21643,"person, person"
15208,"person, truck"
10527,"person, umbrella, person, umbrella, person, person, umbrella, person, person, person, person, person, person, person, person"
23401,"dog, person, person"
30785,"person, bottle, bottle, baseball bat"
70285,person
81254,"person, tie"
48625,"person, cup, person"
52910,"person, person, cup"
40291,person
24395,"person, person"
3789,"person, tie"
30571,person
72486,"apple, cake, cake, bird"
92783,"person, person, person, person, person, person, person, tie, person"
47903,person
26839,"person, person, person"
27948,person
29036,cat
21086,"person, tie"
90175,dog
63920,"person, person, bed"
48923,person
89612,person
4328,"person, person, person, horse"
74615,"dog, horse"
97531,person
5219,"person, person, person, person, cake, person, banana, cake, banana, cup, bottle"
8241,"person, person, baseball glove"
46732,bird
96857,person
94501,"person, person, person, surfboard, person, chair"
3765,"person, cup"
18267,"horse, person, horse"
2168,person
51248,"person, cell phone"
49327,"cell phone, person"
5329,person
72340,"person, person"
15872,person
92567,person
92314,person
65248,"person, person, tennis racket, person, person, person"
82503,"person, person, person"
64982,person
42693,"person, person, orange"
68517,"person, person, bowl, couch, handbag"
51730,"person, person"
39867,person
28076,"wine glass, wine glass, wine glass, person, person, person, wine glass, person, cup, person, cup, wine glass, wine glass, dining table"
62409,"person, person, person, person, car, person"
10236,"person, person, horse, person, horse, person, person, person, person, horse"
36189,"person, tie"
20643,"bear, bird"
15438,"person, person, cell phone, person"
82596,"person, person"
14603,"person, person, person, truck"
93620,"person, giraffe, person, person"
57261,"tie, person"
79463,cup
78452,person
60759,"person, tie, person, vase, tv"
62913,"person, person"
24316,person
42598,bottle
29503,person
98314,"person, person, person, person, person, tie, person, person, person, person, person, person, tie, person, baseball bat, person, person, person, person, person, person, person, person, person"
10867,"person, person"
47180,"person, tie"
74326,"person, person, person"
12348,"person, tie"
76581,"person, person, person, person, chair, chair, chair, chair"
48315,"person, person"
18394,person
85947,vase
78913,person
1743,person
31287,"person, person, person, person"
98134,person
73426,person
85097,person
75680,person
62859,person
72604,dog
16354,"person, person, person, person, person, umbrella, cup"
50413,person
38196,"person, person, cup, microwave, oven, bottle, bottle, cup, spoon"
81970,person
97503,"person, cell phone, person"
85096,"person, person, person"
43702,"person, tie, cell phone"
84295,"person, person, person, person, person, person, person, person, person, person, handbag, person, backpack"
91273,"person, person, person, person"
30958,horse
23197,person
96204,cat
36095,person
63941,"person, person, person, person, person, person, person, person, person, person"
57619,"wine glass, person"
28574,"person, person"
45267,"person, person, person, person, person, tennis racket"
91836,"person, chair"
51032,"person, person, person, person, person, person, person"
84036,"person, person, person"
23501,"person, person, person, person, person, person, chair, person, person, chair, chair, pizza, cell phone"
2536,"car, bench, potted plant, person"
7382,"person, person, suitcase"
30761,"person, person, person, person, person, person, person, person, person, person, person, person, person"
34785,"person, person, person, person, person, person, person, person, person, person"
51687,"person, banana"
12094,"person, tennis racket"
85310,"person, person, person, person, person, person, person, person, person, person, person, person, person, person"
23419,"horse, person"
83965,person
97523,"person, dog"
13675,"person, person, dog"
14096,"person, tie, chair, chair"
16047,person
13096,"sheep, sheep, sheep, person, sheep, sheep, person, person, person, person, person, person, person"
40723,"person, cup, cup, spoon, person, person, bottle, person, bottle, dining table"
46831,person
19563,"person, person, person, person, person, person, person"
49867,person
47905,"tie, person, tie"
92405,person
92637,"person, truck"
65289,"person, person, person"
20194,"cell phone, person, person, person, person, person, person, person, donut, person, donut, person, person"
43571,person
50649,bowl
37498,"cat, dog"
69057,"person, tie, clock, clock, clock, cup"
52614,"person, person"
74520,"person, dog, cat"
58417,"person, baseball bat"
70423,"tie, cup, person, cup, cup, person"
82076,cat
58196,"person, person"
91072,"person, horse, horse, person, horse"
42179,"person, person, person, person, person, person, person, person, person, person, backpack, person, backpack, person, person, person, person, person, person, person"
9513,"horse, person"
40871,"person, person, person"
87263,"person, tie, person, person, person, person, person, person"
72506,"cow, cow, cow, cow, cow, sheep, cow, cow"
40592,"person, person, person, backpack, backpack, person, person, backpack, backpack, person, person, person, frisbee, person, umbrella, person, umbrella, handbag, handbag, person, backpack, person"
51624,"cat, person"
34028,"person, person, boat"
20146,"person, person"
43728,dog
31729,"tie, person, person, person, person, person, person"
29614,"person, toilet"
49165,person
18430,"person, banana, person, bottle"
30456,person
59203,person
46918,"person, person, person, person, person, person, tie, person, person, person, person"
94156,"person, bottle, bottle, person, tv, bottle"
63741,"person, person, person, person, person, person, person, person, person, person, frisbee"
65043,person
14632,"person, frisbee, bear, dog"
6973,"person, person, person, person"
80321,"bird, bird"
41092,"person, chair, person, chair, sandwich, dining table, book, book, chair"
38609,"person, chair"
42618,"bear, bear"
47239,"person, person"
49536,"person, person, person, person, person"
46813,"person, dog, dog, frisbee"
23754,"tie, person"
91245,"bear, dog"
61872,person
31029,"person, baseball glove, cell phone, tennis racket"
5649,"tie, person, person, chair, cell phone"
10943,person
97283,"person, tie, tie"
68259,"person, person, sports ball"
28790,"person, chair"
71364,"bear, bear, bear, bear, bear, bear, bear, bird, bird, bird, bear"
79824,person
72964,"person, person"
58421,"person, tie, tie"
2476,person
59436,"person, person, person, train, person, person, person, person"
75624,"person, person, cell phone, bowl"
29643,"cup, person, cup, dining table"
19670,"dog, person"
35890,person
1569,"person, person, spoon, chair, bowl, potted plant"
34629,"person, person, bottle, tie, person, person, dining table, person, dining table"
70543,"person, person, person, bottle, person, sink, keyboard, bottle, sink, person, dining table, bottle, bird, bottle"
49850,"person, tie"
28369,person
32965,"person, person, person, person, person, person, tie, person, person, person, backpack, person, person"
89136,"person, person, person, person, person"
6479,"person, car, tie, truck"
17598,umbrella
75163,"person, skateboard, skateboard"
20951,"person, tie"
74631,person
54068,"person, person, person, cell phone"
2764,"person, tie, person, book"
23971,person
40916,"tie, person, person, person, person, tie, person, tie, chair, person, book, tie, person, person, laptop, person, person, person, person, person, tie, person"
91308,"person, person, person, person, person, person, person, person, person, person"
35674,person
93016,"person, person, person, person, person, person, person"
3976,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
56071,"person, person"
10827,"person, person, tie, person, tie, chair, chair"
94710,bear
94823,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
86512,"cat, horse"
87241,"car, car, person, car, car, car, car, car, truck, handbag, car, car, car, car, car, handbag"
35716,person
62850,person
60571,person
84639,"person, tennis racket"
3615,person
97628,"person, couch, person"
49785,"person, person, tie, tie, tie"
71354,"dog, person"
60478,person
32650,person
64293,person
79465,"cup, person, cup, person, bowl, bowl, dining table"
28739,"person, book, person, person, book, cell phone, person, handbag, book"
51360,dog
41756,person
54389,"person, person, bench, bottle"
92185,"car, dog, dog"
13964,"person, banana, person"
73945,"person, person"
32867,person
89306,"tie, person, person, person"
74265,"person, frisbee, person"
84576,"person, person, person"
17860,cat
35219,person
83570,"person, tie"
37548,"person, person, person, person, person, person, person, person, handbag, person, person, person, person, person, backpack, umbrella"
96734,"person, person, person, person, cup, tv, cup, bowl, person, mouse, dining table, person, cup, cup, chair, keyboard, bowl, cup, chair, dining table, vase, knife, chair, potted plant"
30492,person
20578,"person, person, person, person"
81250,"person, person"
76015,"person, person, person, person, person, person"
91457,"person, person, person, chair, tie, chair, dining table, chair"
40829,person
49178,person
81436,person
14378,"person, person, tv, tennis racket, person"
30452,person
93260,person
17425,"person, tie"
41376,"bird, bird, bird, bird"
32168,"person, person, tv, truck"
12096,"person, person"
49267,horse
86947,"dog, dog, sheep, cow"
56972,person
35860,"person, dog"
62854,"person, book"
27498,"person, person, person, person, person, person, person, person, person"
89517,"car, car, person, car, car, car, car, car, truck, handbag, car, car, car, car, car, handbag"
40315,"tie, person"
68190,"person, sports ball, frisbee"
70914,"person, cat"
46715,"person, person"
49280,"person, person, person, person, person, person, person, person, person, person, person, person"
42160,"person, person, person, person, person, person"
35970,person
9241,"person, refrigerator"
87401,"person, tie, tie"
13407,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
36521,person
3574,"cow, dog"
46730,"dog, dog, dog, bird, dog, person, dog, dog, dog, person"
36098,"person, tennis racket"
15260,person
96872,person
85237,person
67904,person
7851,"person, person"
21439,"person, person, person, person, person, person, person, person, person, person, person, person, person, person"
