id,text
47918,"The text in the image reads:  - ""black people when they get pushed too far"" - ""white people when they get pushed too far"""
47920,when somebody shootin up the school  & you tell the special ed kids to run at him as a distraction
47926,the greatest gift of life is friendship  and jews stole it and have removed it from me
47931,The text in the image reads:  - african girls portrait - without burka
47938,how long for the mot on the vw dave?  just doing the emissions....
47950,"democrats ilhan omar alexandria ocasio-cortez ayanna pressley rashida tlais  we're new, bold, and we hate you!  we hate whites, jews, christians, conservatives, republicans,"
47960,when you forget that blind people have a heightened sense of smell  why is your penis out?
47981,i hate snow its cold
47982,god created this not that
47985,when you and ya partner think  there's no donuts left but there's two
48012,"when you're doing introductions on the first day of class and your teacher makes you say 3 things about yourself  an arm like a damn rocket, a cock like a burmese python and the mind of a fucking scientist."
48015,so there is this new implant that can actually fix stupid
48021,"The text in the image is:  - ""kill them"" - ""kill them all!!!!!!"""
48031,my irony meter  just exploded.
48039,"hello everyone, this is m  and welcome to jackass: umbra edition!"
48051,"i don't wanna get married!  bitch, please! i've got to go blow myself up tomorrow!  islam - none of it makes sense"
48052,whoah!  chill out
48059,white cave beast evolved from moneys
48062,"so, where did you get all of this gold elizabeth? i stole it!!!"
48069,how dare people make fun of our peaceful religion
48079,when there's nothing left to drink and your mom says we have a faucet
48091,"The text in the image reads:  ""Jihad: To defend the Muslims""  ""islam we're the religion of peace. if you don't believe it, we'll kill you"""
48096,using your brains to paint a ceiling  kurt cobain michelangelo
48103,best thing about her blowjob?...  you know shes gonna swallow!!!
48106,"The text in the image is:  - ""fuck"" - ""islam"""
48120,rise of the planet of the apes (1963
48123,the only cure for islam
48125,"damn it john, leave stevie alone"
48132,black friday deal buy one get one free toaster
48136,meanwhile  at the isis strip club
48153,the look you have on monday morning
48162,is someone using the oven? cuz i smell gas
48170,my husband is always pushinging me around..... and talking behind my back
48173,men are pigs some just oink louder than others
48175,"black hebrew-israelite strong delusion warning (2thess, 2:10-12  yes this is a cult gal 1:8-9 rev 22: 18-19"
48192,The text in the image is:  - white people - cracker power - the only race you can - legally discriminate against!
48196,if britain leaves the eu how much space will be freed up?  1gb
48203,"The text in the image reads:  ""3d visualization of atomic bomb"""
48205,i hear in heaven  i'll fuck muslims
48213,this is not the middle-east where america is hated and muslim terrorist are born in michigan
48216,can you send a few dozen more officers please  he's talking about his rights
48235,stirring the pot good job!!!
48236,that blood you donated  could be in someone's boner right now
48250,step one: turn on the gas
48257,"i vote republican...  ...because i may not have much, but republicans will make sure others have even less"
48260,"pedal faster patrick, the owners  are coming"
48263,The text in the image is:  - marokko - speed dating
48269,It's the kiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
48270,when you see your ex having a seizure in public shake it like a salt shaker bitch
48271,"The text in the image says:  ""me and the boys after killing innocent people in a bomb blast"""
48276,"The text in the image reads:  ""master chef with low rating master chef with high rating"""
48279,nice watch  must have cost an arm and a leg
48291,"which one has tranny problem?  "" those tranny problems"
48296,when you date an asian boy and you trynna get his family to accept you
48306,cracking open a sold one  with the boys
48307,go home stoned eyes give nothing away
48309,welcome to new york  home of the 3 biggest assholes
48310,chinese ppl be like happy thanksgiving!
48315,"they're in a relationship, who makes the sandwiches?"
48316,meanwhile in mexican schools
48317,dressed for sundays best
48320,what the neighbors see what my father sees
48326,like i said. i'm an aries!
48356,they are the biggest terrorists in the history of the world.  we have entire history of books showing this data
48357,welcome to melbourne
48361,when black is your favorite color
48370,72 virgins are ready to get fucked up
48376,a man's's trash is a pig's treasure
48379,there's so much crap in this the fda wants to put it into a vaccine
48391,i pretend to like people every day  it's called being an adult and that's why we're allowed to buy alcohol.
48396,"The text in the image is:  - ""normal people"" - ""Indian people"""
48507,how black people became christians
48512,mississippi wind chime
48513,white kids be like im killing everybody
48516,"average iq france has fallen by 4 points per decade due to ""biological causes"""
48517,how a woman tells society she is single
48520,"The text in the image reads:  ""a short history of u.s. presidents"""
48523,i like cooking and playing piano
48539,"the woman you met who admits she's wrong, apologizes and changes her ways"
48567,got any choc isis?
48570,"""My name is osama bin laden and this is jackass"""
48573,friday nights be like
48579,"The text in the image reads:  ""throws people into gas chambers evil throws people into eternal pits of fire good"""
48605,should we tell them? or just let them figure it out for themselves?
48612,that's where the new skyscraper is going to come up
48617,that magic of makeup is astonishing
48623,"The text in the image reads:  ""what is the difference between a hockey player and a feminist? a hockey player will shower after three periods"""
48625,reaction to a home invasion  non gun owner: we're gunna die!!!  gun owner: i'm your huckleberry
48630,i got some muhammed for you  right here howyou like me now?
48635,the look you give when the bubbles in the pool are pulsating your pussy  just kidding she's retarded and that's her normal face
48639,disney and chill?
48651,go back to sleep your government is in control
48652,"The text in the image says:  ""we can end racism if we end a race"""
48670,look at this sandwich maker club  i found on wish on clearance
48673,"my empathy for the suffering in gaza does not make me anti-semitic, nor does it make me pro-hamas or anti-israel.  it makes me human it makes you a shill accomplice for hamas and hezbollah terrorists! if you don't see that...  it makes you stupid!"
48679,i suffer from that disorder where i speak the truth and it pisses people off.
48697,It's not a hijab  It's a diaper for people with shit for brains
48703,"a girl asks her mom, ""why am i black and you're white?""  she says, ""the way that party went, you're lucky you don't bark. """
48705,"yeah, i'm lgbt let god burn them"
48706,would you help give a push if you were ask
48710,how chevy guys go muddin  how ford guys go muddin
48715,shut up cunt..
48725,i'm going to give you 30 seconds to delete this before i make the holocaust look like a fucking joke
48731,when you're struggling to rub one    out after    a bad date
48735,when your parents ask why  the gas bill is so high
48739,happy birthday  the mexicans will pay for your birthday cake
48751,The text in the image is:  - American salute - British salute - Polish salute
48756,no more excuses  let's go out and celebrate
48760,when i grow up.. lol nevermind
48762,#usher and i have something in common  we both got burned
48790,this makes me puke send all of them back home
48792,leaving a trail of death and destruction
48905,what's missing from a  schwitchz? u
48916,"well, i guess we'll.. just head home now"
48917,"The text in the image is ""blackpeoplemeet.com""."
48920,hello my LGBTQ+ friends  it's pride month so free shots for everyone!
48921,"is this the supreme leader of isis?  i'm coming to the ehd of my apologize for america"" tour. and i just had to tell you how sorry i am for all the bad press you have received."
48923,when americans realize fish swim in schools.
48925,god- makes women humans- make dishwasher god- am i a joke to you?
48926,i bet they lived happily married
48927,the older i get the more i look at people
48930,"""this is not going to be the country of white people"" - Ilhan Omar"
48932,when she likes 3 of your memes in a row  guess I'll hit it raw
48936,"jfk jr was declared the front runner for the ny senate seat in 1999  days later his plane crashed, making hillary clinton the newly elected senator"
48956,he won because he is a boy competing in a female sport
48970,when your goat tells you  she ain't on the pill
48971,the one piece of shit that just won't flush!
48976,"""ay, tone. how'd da gas stay in if da door is made of wood?"""
49017,that moment you use your white privileges
49021,he said he was a biker but then he pulled up on a can-am spyder wearing a sons of anarchy hoodie
49023,"african american leaders organizing the la riots april 29, 1992"
49028,i finally found my girlfriend's g-spot  turns out it was in her sister the whole time
49032,The text in the image is:  ``` farmville 1943 deluxe ```
49038,bitches be like.. he got money though
49061,talks about good morals  day and night gets a boner from looking at a goat's ass
49063,"white kids be like  i'm killing everybody, watch"
49067,every woman need a good sucking vacuum cleaner
49075,"you can't run through a camp ground  you can only ran, because it's past tents"
49076,i want your feet to be my kid's jannah
49083,when you catch your goat with another man  ya done fucked up
49087,tomorrow will be another beautiful day  filled with assholes
49105,went outside today yolo
49106,my goal for 2019  is to accomplish the goals of 2018 which I should have done in 2017 because i promised them in 2015 and planned them in 2014
49120,my eyes are always bloodshot after sex i think it's from the pepper spray
49126,if you see this you might be in the country
49128,have you ever tired ethiopian food? they say its delicious
49136,I work hard to provide for my cocaine addiction
49150,how muslims see us
49152,i saw her standing there and i told her she had three beautiful children.  she didn't have to get all pissed off and threaten me.  it was an honest mistake.
49153,"The text in the image is:  ""When a porkistani nibba needs sex let me handle it"""
49156,when you insult an edgy kid
49157,send him to... meowschwitz
49165,when each letter is a mental disorder
49168,i'll wait until mom and dad are on a date...  and then crap on everything they hold dear
49170,mom.. this horse smells funny!
49173,women recieve support as their crops burn
49176,"if fear of divine judgement is the only thing keeping you ""moral""  at best, you're just a dangerous psychopath on a leash"
49178,no wig no weave  challenge.
49185,the face you make when your pussy gets hard
49201,3.8 billion of them on earth. why isn't it clean yet?
49208,love black people think everyone should have one
49213,"""I hope the electoral college gets beat in the NCAA tournament """
49215,waiting for fb parole like  ok no more goat fucker jokes
49260,it's the goat humper  looks like a bunch of pigs just walked over your grave
49267,ahmed? im hungry!!!
49270,rosie o'donnell had to be removed from her home today  to make good on her threat to leave the us if donald trump became president
49271,"238,000 veterans have died waiting for healthcare  u.s. increases aid to israel to $4.5 billion/yr"
49278,lazy day nothing to steal
49280,i'm looking for the democrat restroom
49285,bert and ernie dress up as goats in an attempt to catfish arab men
49316,whenever you feel stupid  remember hindus wash themselves and purifies their souls the river is the 5th most polluted river in the wolrd
49327,"dispatch, we have a code 1, scared white bitch, over"
49328,I'm going to be real honest with you  you should have washed this motherfucker before coming here
49351,when you've been released from fb jail  knowing full well you haven't been rehabilitated and will reoffend
49360,who wants ice cream me me me
49372,who ya gonna call? goat fuckers
49385,this is not the middle-east where america is hated and michigan SAMPL Proud To be American muslim terrorist are born this is michigan
49387,this one time at camp we got so baked
49527,when each letter is awesome
49531,the culture of silence allows sexual harassment in the workplace to continue
49536,hillary clinton caught tellinging the truth! april fools!
49581,you can be any gender you want
49583,mamma! I am hungry!!!!
49601,when your fifth pet eats food from another guys hand
49607,when it's your first day in prison and you accidentally drop the soap but it lowkey wasn't an accident  this is when the fun begins
49608,"""I'm arresting you for the crimes you will commit in the future"""
49613,what can we say.
49615,no money for them  plenty of money for them
49618,if elected i will institute gun control by executive action  well i was going to say that you just blew your chances  but then i remembered that's how you got started in politics
49621,"wait, mohammad come back  i didn't mean to laugh. really size dosen't matter to me lol"
49630,if they aren't meant to cook  why do they have eggs and milk inside them
49635,just trying to do my part
49650,"and then i asked  mom, what's for dinner?"
49652,go back to the country you fled somalia  camel piss drinking mussy
49658,first off i'm t.i. not kanye west
49670,covers his wife from head to toes because sexual thoughts are satanic  blows himself up because someone promised him 72 virgins to f*ck with
49671,"""you bro ask the c.o. why he ain't pop my door"""
49673,oh man they're heavy. take the picture already
49675,Alright girls! smiiiiile
49680,"The text in the image says ""god bless america."""
49682,"The text in the image reads:  ""muslim men :thinking about jannah"""
49685,when each letter is a mental disorder
49687,its cool were divorced  but we will always be cousins
49701,wanna go masturbate?  fuck yeah! masturbating!
49703,"The text in the image reads:  ""3 jews walked into a bar kidding it was a gas chamber"""
49705,"just banged a girl that stutters finished before she could say ""no"""
49723,archeologists stone room
49725,"i pull up in this and yell ""come on we got some redneck sh*t to do""  are you getting in?"
49726,you just went full goat fucker never go full goat fucker
49728,when a retarded kid tries touching you
49750,"if you think you are hungry, you might just be thirsty  have a beer first and then see how you feel, after!"
49752,here's to all my friends who never post about politics or religion
49758,when your uber driver arrives but you're probably safer driving drunk
49762,"there are 350,000 churches in america  so why are there 200,000  people sleeping on the streets"
49785,when you feel mentally unwell seek help
49786,"The text in the image is:  ""black lives matter "" """
49802,"The text in the image is:  ""fuck, my mom is gonna kill me"" ""fuck, my mom is gonna kill me"""
49805,imagine being so disgusting there have to be laws to try to stop normal people from hating you
49806,a group of men
49807,"i put the ""ape"" in rape"
49810,embrace the freedom of speech
49826,white people on cinco de mayo  vs. every other day
49831,happy birthday  you dirty cocksucker
49832,oh god!.... when will this white fuckers understand this is not their country
49836,that face you make  when 17 of your schoolmates have been shot dead and you're about to go on tv
49850,flight attendant: *yawns* deaf passengers:
49856,black people anything that doesn't belong to them
49861,ready for the cupcake?  wake up and smell the bacon! we're loosing our beloved america to these goat humpers stop being afraid of being called a racist and grow a pair and act like americans.
49863,The text in the image is:  - calling white people racist - is racism
49867,when your dishwasher breaks so you give it a kick to make it work again  my kids watching me beat my wife:
49870,love comes in all shapes and sizes
50124,"i think i've got a gas leak. i woke up this morning feeling all light headed and dizzy so just to be on the safe side.  i asked the neighbours if they could come suss it out for me. i figured they'd know, being jewish and all."
50126,"im jared, and fuck tyrone  im here to fuck his kids, footlong style"
50129,The text in the image is:  - partial - arts
50137,when you see your goat with another man
50142,2017  the year of the triggered left
50146,her back must hurt
50148,"don't think that food is expendable, not everyone gets it"
50149,ever read something so stupid  it gives you forest whitaker eye
50162,"roses are black, violets are black everything is black, i can't see"
50163,this muslim guy is walking his goats
50167,"when i interview for a job:  do we get our resumes back or do you keep them? because i only have the one, and i have a chili recipe on the back that i really wanna keep."
50176,"The text in the image is:  ""how do you get a jewish girls number? roll up her sleeve"""
50184,how we see muslims  how muslims see us
50186,don't be a fool it is a bomb
50187,"The text in the image reads:  ""CALL OF DUTY GHOSTS call of duty mosque edition"""
50193,anyone who has seen a hippo yawn will have some idea how kim kardashiaains gynecologist feels
50198,you don't need cocaine to be happy
50236,"The text in the image is:  ""goat fucker's only.com"""
50237,cannibalism
50239,"everywhere: eats out africa: ""we don't do that here"""
50241,"bitches be like no weave, no makeup, no lashes, no eyebrows"
50246,my new boyfriend has dandruff  you should give him  head and shoulders  how do you give  shoulders?
50248,"long story short  askies, age restriction okay?"
50261,haters will say it's photoshop
50263,"i'm not racist, racism is a crime and crime is for them"
50271,that look you give when dressed to the t
50273,"""where did you learn to make kool-aid like that britney?"""
50278,"""women have the will of an adult but have the mind of a child."""
50286,"The text in the image is:  - ""in norway"" - ""we rape"" - ""after dinner"""
50289,donaldtrump 2020  breaking: rep. ilhan Omar broke federal tax law  she filed her taxes jointly with a man to whom she was not legally married.
50293,The text in the image reads:  - aids - gays - it really be like that
50312,i normally rape goats. but little boys are okay
50317,what in the hell is wrong with america  voting towel heads into congress
50327,"The text in the image reads:  ""whats th difference between dollars and jews? i'd give a fuck if i lost 6 million dollars"""
50328,los angeles has ice cube  new york has nas detroit has eminem  your city has?
50341,when this happened at home  i had no one i could tell
50346,"what is he hiding?  we need to see his tax returns! let me stop you right there hillary  you deleted 30,000 emails, used bleach bit on hard drives then destroyed phones with hammers you have no right to talk about people hiding anything  truth uncensored"
50348,"The text in the image is:  - ""asians be like"" - ""switchinging to fullscreen mode"""
50361,they call me a goat because  i am the greatest of all time
50368,the only family to make millions  off of a t.v show
50371,multiculturalism increases our unity and we are stronger together
50372,he said he a lil' bad ass so i hate this tendies in front of him
50379,do you know how to turn your dishwasher into a snowblower? throw em a shovel
50386,"i realized i have a road rage problem when my kid started yelling:  ""pick a lane asshole!""  while in my grocery cart"
50397,all muslims are terrori but all terrorists are muslim
50398,this fish is so raw  it's still trying to find nemo
50413,i was going to paint my bathroom door  but my girlfriend was dead against it
50427,that look when you wanna cut a bitch  but you remember your a changed man
50428,being a boy in the 90's  being a boy in 2018...
50438,what it looks like  when cancer gets aids
50461,say cheese! photobomb
50462,can you see the difference?
50467,ever hear something so stupid  it gives you forest whitaker eye
50471,"spanish word of the day ""texas""  my fren always texas me when i'm not home wonderinging where i'm at!"
50472,made rice krispies way before kellogs
50473,"if you think the crakkka of today is different from the crakka 500 years ago, you're a damn fool"
50482,when your dishwasher is broken  so you take it back to walmart to get a new one
50483,how many guns are in there?
50486,why do i bother pressing one for english?  i still get someone who can't speak it!!
50487,celebreated 4/20 on january 5th  because i know how to reduce fractions.
50489,the face you make after you just finished your morning
50491,i only wear silk panties cotton ones remind me of slavery
50492,"you mad? yeah, you're mad"
50614,clint eastwood and a monkey
50617,mom? i'm pregnant!!
50619,a moment before threesome:-
50624,"The text in the image is:  - ""meanwhile"" - ""at the isis strip club"""
50643,things i love to hunt
50649,nothing taste better than a well done steak with ketchup. change my mind.
50674,that one time  when joe biden kept his hands to himself
50679,when ur too young to know the concept of racism but ur happy cause u got a new pet
50682,the stupid is strong in this one
50683,you're one ugly motherfucker
50684,"been around for 50,000 years  invented the stick"
50689,when you're shooting up the school and the cops shoot the black kid that's running away
50723,i will lie. i will sleep with anyone. i will attack sexual perverts like joe biden in my own party to get ahead! i will let illegals murder americans. i will let newborns be comfortable and executed i want to be your president!
50732,behead atheists kill kill kill!  saria law buslims in buslim countries  let's have some respect religion of peace brother  buslims where they are a minority
50734,"yes... i'm 1/2 goat, on my mother's side"
50738,"white kids be like  i'm killing everybody, watch"
50739,"The text in the image reads:  ""what's the difference between the scout comes back from the camp"""
50741,lol i missed my period last week
50743,holy shit look at the gas bill
50746,how do you kill 100 flies? smack an african kid in the face
50748,"when halloween has been a month ago, but your son continues to dress as a woman."
50764,mooch in his natural habit
50768,"liz krueger, n.y. state democratic senater wants to infiltrate the nra and take it over  yeah, just like she infiltrated monalds all those years..."
50783,handjobs sold separately
50784,"oh, addiction isn't a disease because it started with a choice??  tell me more about how the chlamydia in your crotch isn't a disease, yet it started with a choice."
50789,The text in the image is:  - immigrant problem - problem fixed
50793,a muslim in congress wants to get rid of homeland security  let that sink in.
50813,the white house is a dump because trump filled it with trash.
50817,transgender  when just being gay doesn't get you the attention you rightfully deserve!
50823,if this makes you a citizen permanent resident category IR1 does this make him family?
50824,we have enough thoughts and prayers  please send bobs and vagina
50834,white men are evil... i married one to make sure
50839,"""you think i'm a terrorist but i identify as a firework"""
50841,give them what they deserve  kill them all
50861,where's the interview with the police who murdered unarmed black men on video?
50867,the name's todd.. retodd
50871,freckles are cute i don't care what you say
50873,it wasn't my fault my truck has tranny issue's
50876,"pace secondary [heritage trails] women  don't let the female looks fool you! realistically, these are retarded male homosexuals wearing women suits!"
50879,"The text in the image reads:  ""when your dishwasher is broken so you take it back to walmart to get a new one"""
50894,flowers for martin luther king day
50918,paraplegic woman in a wheelchair with her coach
50927,"The text in the image reads:  - Average white ""women"" - Average Muslim women"
50931,never had one before.  what? a room to yourself?  yes
50934,"i saw a fat girl with a guess shirt on, so i approached her and said ""380 lbs?"""
50937,year in review: 2017 black sellout of the year goes to......  clarke whitlock  ray ray trump  pastor sheriff
50938,how you feel  after reading owen's mortification of sin
50942,wayment...way' one gotdamn minute  ...'the fuckis dis shit..
50961,when it's your 1st cake day and you really wanna blow that candle
50962,democrats standing up for illegals  democrats standing up for americans
50964,i slipped and fell on ice. i thought it was regular ice but when i got up my hands turned blue
50984,a cat in a pot
51023,when buslim nibba see his sister
51029,if you kill as many as you want our goverment will put you in jail
51032,a head diaper is required when you have shit for brains
51037,when nobody knew who you were until you got on  your knees.
51046,shut up you meathead
51049,truth be told  the real reason for racism
51073,when you call shotgun  but the cops put you in  the back anyways
51076,hurry up and join us for play
51086,let's play: word scramble  g i n e r g
51089,proof you can be a fruit and a vegetable
51092,how do you make a 4 yr old cry twice? wipe your bloody cock off on their teddy bear.
51094,don't park to close to my truck boy!
51208,me: puts bag of popcorn into the microwave. everyone at the senior center :
51209,just for control ne SCAW METALS GROUP PPC this is my current mood
51237,we about to get spicy and lit up in here
51243,honestly  how often do you masturbate?
51248,did you buy your stupidity  or you got it for free
51249,even michelle obama has her bad days
51263,"The text in the image reads:  ""gay friends asked for directions told him to go straight"""
51269,"when somebody ""waves"" at me in messenger  the fuck you want?"
51270,what life feels without moisturizer
51278,when you haven't stolen anything in a week
51283,trump should tweet something antigun  i just want to see liberals defend the second amendment
51284,perfect girls don't exi
51293,The text in the image reads:  - live - breaking news - coca cola 2 released - 21:33 ustad anwar rilis released - breakyourownnews.com
51304,"god loves all his children, all of them"
51306,eat some cookies  you're not yourself when you're hungry
51309,when someone messages you when you're jerkin it  who the hell is interrupting my kung fu?
51348,100% of illegal aliens are criminals
51349,the demonstration of beauty  and demonstration of ugly
51360,i'm coming for everything they say i couldn't have
51367,becomes a woman immediately kills a person driving
51369,"i realized i might have a road rage problem  when my son started yelling ""pick a lane asshole"" in the grocery store"
51376,when people just talk about weed and forget your birthday  (sad racist noises)
51387,"""wing wing wing"""
51390,still waiting on my uber eats
51397,when you catch your goat with another man  ya done fucked up
51403,"The text in the image says:  ""when you see the gas bill"""
51407,you know what really grinds my gears?  niggers
51437,this sunday...  don't forget to set your bomb forward one hour
51460,love is love  respect
51462,we can kill as many as we want and your stupid government keeps bringing us in
51469,is this mother fucker serious? where in the hell am i going to find a truck load of bitches?
51472,I hit a deer last night with my truck
51473,god: creates jews god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:
51476,"The text in the image reads:  ""Bernie couldn't be more excited for his first day as a police officer. He outright refused to accept his paycheck, insisting that being able to legally shoot black children is payment enough."""
51480,duramax owners be like smokes like a freight train
51482,"The text in the image is:  ""leave that one alone bill he's my weed man"""
51489,did you know that the Chinese eat dogs  disgusting  savages
51493,selling this anique farm equipment  still works and runs like a champ. serious inquiries only
51496,don't shoot i'm unarmed
51497,when you tryna not be islamaphobic but that dudes backpack a lil too bulky
51498,"how to trigger liberals in 3, 2, 1  #whiteprideworldwide"
51602,post this on your timeline  just to piss off your trump supporter friends
51607,49 people were killed at christchurch  muslim  49 people were killed at christchurch mosques  muslim
51608,winnie the pooh is a disney classic
51624,don't judge me for what i wear omg i was thinking the same thing
51627,that's one way to get suspended from school
51628,welcome to europe our government told us that  and we should adopt their culture  diversity makes us stronger
51629,that reminds me! it's time to fuck the goat!
51630,don't drink with him he cant hold his liouor
51647,homosexuals get beheaded so the men cover themselves up
51679,when you're usually a happy afghan  but your girl broke up with you so now you're  asad afghan  taliban spokesman
51680,when I grow up I'm going to blow up
51682,got crap for brains???  make sure you wear your diaper
51683,The text in the image is:  - Matte black - Gloss black
51687,when you finger an arab girl
51693,when you're a real life super spy
51694,how do we destroy the patriarchy? it's simple. we eat it
51697,you know you're from denver when...  towards the mountains is an official direction.
51706,"only black people steal yo shit and help you look for it  and be like, where you had it at last!"
51708,i offered her a penny for her thoughts  she gave me change
51726,racing for pink slips in africa
51730,for sale antique farm equipment
51734,when you're shooting up the school and the cops shoot the black kid that's running away
51736,"The text in the image reads:  ""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it"
51746,we should all be like muslims and not eat pork bc pigs are too cute
51763,go be gay somewhere else
51768,Alright I'm going to let go now
51783,monkeys wipe their asses with their hands and throw their own shit  but i'm the unclean one
51789,"six kids, no husband, no job, and food stamps  $10,000 back in income taxes"
51802,yo dawg i heard you loved chinese food  so we killed your cat
51804,"these holocaust are very offensive!  anne frankly, they need to stop"
51807,are you a boy or a girl i'm non binary
51809,"The text in the image says ""happy kids."""
51836,every chocolate girl needs some beating
51839,i'm relaxed now minding my own business
51846,doesn't wear tampons because she trips over the string
51863,hey grandma what are you doing?  im sewing a scarf for your trans brother ajay
51864,mueller found no collusion dad  we're democrats...we'll find  another lie and i've told you please call me mom
51870,"The text in the image reads:  ""heLEN KELLER and her beloved cat,'mittens'"""
51890,"The text in the image reads:  ""how we see muslims how muslims see us"""
51892,i have a dream thats me with the belt
51894,"i'm a moderate muslim.  that means that while other muslims are putting bombs on your buses and raping your children, i'll be telling you that islam is peaceful protesting when you insult my religion and lobbying your government to take away your free speech."
51903,when you bout to nut in your cousin and you hear the barn door open
51924,fridays got me like.
51927,hello chocolate paradise princess  i'm albert
51928,i could have annihilated all of them  but i left some of them alive so you will know why i was killing them
51930,america be like  never forget  get over it
51943,terrorist can come to this country way to easy
51948,the leader of north korea during a meeting
51964,if you got your phone wet try leaving it in dry rice overnight  it will attract asians who will fix your electronics for you
51968,kid with cancer: so when i get out of the hospital i'm going to join you?  the avengers visiting him:
51972,"The text in the image reads:  ""ww2 was not a game"""
51973,your order comes to $37.50 and your white privilege discount brings the total to $37.50
51978,jesus doesn't care how many bible verses you have memorized  he cares about how you treat people.
52018,"if being a racist means i don't want my country filled with radicalized'refugees' from terrorist countries, attacking people in the street because of their religion, yelling <death to infidels> stabbing dozens of bystanders with a butcher knife  then i'm a racist"
52019,mohammed  i'm pregnant....
52031,theriously?? that's methed up!
52034,"when you get arrested and the cop says ""you have the right to remain silent""  but you're happy because finally you have a right"
52036,when you find out there's an opening for the role of chewbacca
52037,the first rule of book club is.. you do not talk about book club
52049,does anyone know where i can get a rag? there's 49 of them on the floor in a mosque
